paper_id	peptide	mic_value	mic_unit	mic_target	tox_endpoint	tox_value	tox_unit	ti	note
doi__10.3389_fimmu.2022.851642	Bomidin	0.5	uM	{"class":"bacteria","species":"Acinetoba	CC50	132.7	uM	265.4	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3389_fmicb.2012.00324	Juruin / U-theraphotoxin-Aju1a	2.5	uM	{"class":"yeast","species":"Candida albi	haemolysis	10.0	uM	4.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3389_fmicb.2016.01484	armadillidin H	2.37	uM	{"class":"bacteria","species":"Bacillus 	hemolysis	19.0	uM	8.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3389_fmicb.2017.00628	medusin-PT	64.0	ug/mL	{"class":"Gram-positive bacterium","data	HC50	1.81	ug/mL	0.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3389_fmicb.2017.00628	medusin-PT1	8.0	ug/mL	{"class":"Gram-positive bacterium","data	HC50	102.2	ug/mL	12.8	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3389_fmicb.2017.00628	medusin-PT1a	8.0	ug/mL	{"class":"Gram-positive bacterium","data	HC50	226.7	ug/mL	28.3	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3389_fmicb.2017.00628	medusin-PT2	8.0	ug/mL	{"class":"Gram-positive bacterium","data	HC50	93.83	ug/mL	11.7	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3389_fmicb.2018.00667	LyeTxI	7.81	uM	{"class":"bacteria","species":"Escherich	ED50 hemolysis	42.54	uM	5.4	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3389_fmicb.2018.02249	Sarconesin	1.2	uM	{"class":"bacteria","gram_status":"gram_	CC50	600.0	uM	500.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3389_fmicb.2018.02832	PQ	4.0	uM	{"class":"bacteria","gram_status":"Gram-	MHC	128.0	uM	32.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3389_fmicb.2018.02832	PP	2.0	uM	{"class":"bacteria","gram_status":"Gram-	MHC	128.0	uM	64.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3389_fmicb.2018.02832	GG	8.0	uM	{"class":"bacteria","gram_status":"Gram-	MHC	128.0	uM	16.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3389_fmicb.2018.02832	Qa	8.0	uM	{"class":"bacteria","gram_status":"Gram-	MHC	128.0	uM	16.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3389_fmicb.2018.02832	Qna	16.0	uM	{"class":"bacteria","gram_status":"Gram-	MHC	128.0	uM	8.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3389_fmicb.2018.02832	PG-1	2.0	uM	{"class":"bacteria","gram_status":"Gram-	MHC	2.0	uM	1.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3389_fmicb.2018.02983	ChMAP-28	0.03	uM	{"aliases":["A. baumannii","A. baumannii	HC50	100.0	uM	3333.3	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3389_fmicb.2019.00203	Pen-BR	4.0	uM	{"class":"bacteria","source_label":"S. a	cytotoxicity	80.0	uM	20.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3389_fmicb.2019.00203	Pen-RRR	8.0	uM	{"class":"bacteria","source_label":"E. c	cytotoxicity	55.0	uM	6.9	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3389_fmicb.2019.00203	Cap11-1-18m2 (CapM2)	16.0	uM	{"class":"bacteria","source_label":"E. c	cytotoxicity	85.0	uM	5.3	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3389_fmicb.2019.02854	Temporin-GHc	12.6	uM	{"class":"bacteria","species":"Streptoco	HC50	147.5	uM	11.7	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3389_fmicb.2019.02854	Temporin-GHd	13.1	uM	{"class":"bacteria","species":"Streptoco	HC50	125.0	uM	9.5	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3389_fmicb.2020.00168	LL-37	0.31	uM	{"class":"bacteria","species":"E. coli",	HC50	80.0	uM	258.1	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3389_fmicb.2020.00168	KR-12	2.5	uM	{"class":"bacteria","species":"E. coli",	HC50	80.0	uM	32.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3389_fmicb.2020.00168	cd4	0.625	uM	{"class":"bacteria","species":"E. coli",	HC50	40.0	uM	64.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3389_fmicb.2020.00168	cd4(Q5K,D9K)	0.625	uM	{"class":"bacteria","species":"E. coli",	HC50	10.0	uM	16.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3389_fmicb.2020.01146	dCATH	2.0	uM	{"class":"bacteria","gram_status":"gram_	MHC	4.0	uM	2.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3389_fmicb.2020.01146	dCATH-AA	16.0	uM	{"class":"bacteria","gram_status":"gram_	MHC	256.0	uM	16.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3389_fmicb.2020.01146	dCATH(1–16)	1.0	uM	{"class":"bacteria","gram_status":"gram_	MHC	256.0	uM	256.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3389_fmicb.2020.01146	dCATH(1–17)	1.0	uM	{"class":"bacteria","gram_status":"gram_	MHC	8.0	uM	8.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3389_fmicb.2020.01146	dCATH(1–18)	1.0	uM	{"class":"bacteria","gram_status":"gram_	MHC	8.0	uM	8.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3389_fmicb.2020.01146	dCATH(5–20)	1.0	uM	{"class":"bacteria","gram_status":"gram_	MHC	128.0	uM	128.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3389_fmicb.2020.01146	dCATH(4–20)	1.0	uM	{"class":"bacteria","gram_status":"gram_	MHC	16.0	uM	16.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3389_fmicb.2020.01146	dCATH(3–20)	1.0	uM	{"class":"bacteria","gram_status":"gram_	MHC	4.0	uM	4.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3389_fmicb.2020.01146	dCATH(5–16)	64.0	uM	{"class":"bacteria","gram_status":"gram_	MHC	256.0	uM	4.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3389_fmicb.2020.01146	dCATH(1–16)-4A	16.0	uM	{"class":"bacteria","gram_status":"gram_	MHC	256.0	uM	16.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3389_fmicb.2020.01146	dCATH(5–20)-17A	32.0	uM	{"class":"bacteria","gram_status":"gram_	MHC	256.0	uM	8.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3389_fmicb.2020.569118	W1	1.0	uM	{"class":"bacteria","gram_status":"gram_	MHC	64.0	uM	64.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3389_fmicb.2020.569118	W2	1.0	uM	{"class":"bacteria","gram_status":"gram_	MHC	128.0	uM	128.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3389_fmicb.2020.569118	W3	1.0	uM	{"class":"bacteria","gram_status":"gram_	MHC	128.0	uM	128.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3389_fmicb.2020.569118	W4	1.0	uM	{"class":"bacteria","gram_status":"gram_	MHC	128.0	uM	128.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3389_fmicb.2020.569118	W5	1.0	uM	{"class":"bacteria","gram_status":"gram_	MHC	128.0	uM	128.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3389_fmicb.2020.569118	W6	1.0	uM	{"class":"bacteria","gram_status":"gram_	MHC	128.0	uM	128.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3389_fmicb.2020.569118	W7	1.0	uM	{"class":"bacteria","gram_status":"gram_	MHC	128.0	uM	128.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3389_fmicb.2020.569118	W8	1.0	uM	{"class":"bacteria","gram_status":"gram_	MHC	128.0	uM	128.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3389_fmicb.2020.569118	W9	2.0	uM	{"class":"bacteria","gram_status":"gram_	MHC	128.0	uM	64.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3389_fmicb.2020.569118	W10	1.0	uM	{"class":"bacteria","gram_status":"gram_	MHC	128.0	uM	128.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3389_fmicb.2020.569118	W11	1.0	uM	{"class":"bacteria","gram_status":"gram_	MHC	128.0	uM	128.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3389_fmicb.2020.569118	W12	1.0	uM	{"class":"bacteria","gram_status":"gram_	MHC	128.0	uM	128.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3389_fmicb.2020.569118	L1	2.0	uM	{"class":"bacteria","gram_status":"gram_	MHC	128.0	uM	64.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3389_fmicb.2020.569118	L2	2.0	uM	{"class":"bacteria","gram_status":"gram_	MHC	128.0	uM	64.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3389_fmicb.2020.569118	L3	8.0	uM	{"class":"bacteria","gram_status":"gram_	MHC	128.0	uM	16.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3389_fmicb.2020.569118	L4	8.0	uM	{"class":"bacteria","gram_status":"gram_	MHC	128.0	uM	16.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3389_fmicb.2020.569118	L5	0.5	uM	{"class":"bacteria","gram_status":"gram_	MHC	128.0	uM	256.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3389_fmicb.2020.569118	L6	32.0	uM	{"class":"bacteria","gram_status":"gram_	MHC	128.0	uM	4.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3389_fmicb.2020.569118	L7	8.0	uM	{"class":"bacteria","gram_status":"gram_	MHC	128.0	uM	16.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3389_fmicb.2020.569118	L8	4.0	uM	{"class":"bacteria","gram_status":"gram_	MHC	128.0	uM	32.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3389_fmicb.2020.569118	L9	8.0	uM	{"class":"bacteria","gram_status":"gram_	MHC	128.0	uM	16.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3389_fmicb.2020.569118	L10	4.0	uM	{"class":"bacteria","gram_status":"gram_	MHC	128.0	uM	32.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3389_fmicb.2020.569118	L11	8.0	uM	{"class":"bacteria","gram_status":"gram_	MHC	128.0	uM	16.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3389_fmicb.2020.569118	L12	16.0	uM	{"class":"bacteria","gram_status":"gram_	MHC	128.0	uM	8.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3389_fmicb.2021.684650	Allomyrinasin	0.5	ug/mL	{"class":"fungus","species":"Microsporum	MHC	128.0	ug/mL	256.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3389_fmicb.2021.684650	Andricin B	0.5	ug/mL	{"class":"fungus","species":"Microsporum	MHC	512.0	ug/mL	1024.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3389_fmicb.2021.693725	Brevibacillin	1.0	ug/mL	{"class":"bacteria","species":"Bacillus 	HC50	18.8	ug/mL	18.8	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3389_fmicb.2021.693725	Brevibacillin V	1.0	ug/mL	{"class":"bacteria","species":"Staphyloc	HC50	73.1	ug/mL	73.1	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3389_fmicb.2021.693725	Brevibacillin I	2.0	ug/mL	{"class":"bacteria","species":"Staphyloc	HC50	25.1	ug/mL	12.6	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3389_fmicb.2021.693725	Brevibacillin 2V	2.0	ug/mL	{"class":"bacteria","species":"Staphyloc	HC50	86.75	ug/mL	43.4	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3389_fmicb.2021.725526	ChDode	8.0	uM	{"class":"bacteria","species":"Escherich	cytotoxicity_absence_up_to	128.0	uM	16.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3389_fmicb.2021.725526	PcDode	16.0	uM	{"class":"bacteria","species":"Escherich	cytotoxicity_absence_up_to	128.0	uM	8.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3389_fmicb.2022.1029366	GW18	1.32	uM	{"class":"bacteria","species":"Staphyloc	cytotoxicity	169.01	uM	128.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3389_fmicb.2022.864374	TP	128.0	uM	{"class":"bacteria","display_label":"E. 	MHC	128.0	uM	1.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3389_fmicb.2022.864374	TP(i+4) 1	16.0	uM	{"class":"bacteria","display_label":"E. 	MHC	128.0	uM	8.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3389_fmicb.2022.864374	TP(i+4) 2	8.0	uM	{"class":"bacteria","display_label":"E. 	MHC	128.0	uM	16.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3389_fmicb.2022.864374	TP(i+4) 3	128.0	uM	{"class":"bacteria","display_label":"E. 	MHC	128.0	uM	1.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3389_fmicb.2022.864374	TP(i+4) 4	16.0	uM	{"class":"bacteria","display_label":"E. 	MHC	128.0	uM	8.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3389_fmicb.2022.864374	TP(i+4) 1&2	2.0	uM	{"class":"bacteria","display_label":"E. 	MHC	128.0	uM	64.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3389_fmicb.2022.864374	TP(i+4) 1&3	16.0	uM	{"class":"bacteria","display_label":"E. 	MHC	128.0	uM	8.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3389_fmicb.2022.864374	TP(i+4) 1&4	8.0	uM	{"class":"bacteria","display_label":"E. 	MHC	128.0	uM	16.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3389_fmicb.2022.864374	TP(i+4) 2&3	8.0	uM	{"class":"bacteria","display_label":"E. 	MHC	128.0	uM	16.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3389_fmicb.2022.864374	TP(i+4) 2&4	8.0	uM	{"class":"bacteria","display_label":"E. 	MHC	128.0	uM	16.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3389_fmicb.2022.864374	TP(i+4) 3&4	64.0	uM	{"class":"bacteria","display_label":"E. 	MHC	128.0	uM	2.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3389_fmicb.2022.864374	TP(i+4) 1&2&3	8.0	uM	{"class":"bacteria","display_label":"E. 	MHC	128.0	uM	16.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3389_fmicb.2022.864374	TP(i+4) 1&2&4	4.0	uM	{"class":"bacteria","display_label":"E. 	MHC	128.0	uM	32.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3389_fmicb.2022.864374	TP(i+4) 2&3&4	8.0	uM	{"class":"bacteria","display_label":"P. 	MHC	128.0	uM	16.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3389_fmicb.2022.864374	TP(i+4) 1&2&5	1.0	uM	{"class":"bacteria","display_label":"E. 	MHC	128.0	uM	128.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3389_fmicb.2022.864374	TP(i+4) 1&2&6	4.0	uM	{"class":"bacteria","display_label":"E. 	MHC	128.0	uM	32.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3389_fmicb.2022.864374	TP(i+4) 1&2&7	2.0	uM	{"class":"bacteria","display_label":"S. 	MHC	64.0	uM	32.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3389_fmicb.2022.864374	TP(i+4) 1&2&5&6	1.0	uM	{"class":"bacteria","display_label":"E. 	MHC	64.0	uM	64.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3389_fmicb.2022.864374	TP(i+4) 1&2&5&7	8.0	uM	{"class":"bacteria","display_label":"S. 	MHC	64.0	uM	8.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3389_fmicb.2022.864374	TP(i+4) 1&2&6&7	2.0	uM	{"class":"bacteria","display_label":"S. 	MHC	64.0	uM	32.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3389_fmicb.2022.864374	TP(i+4) 1&2&5&6&7	1.0	uM	{"class":"bacteria","display_label":"E. 	MHC	8.0	uM	8.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3389_fphar.2021.731056	FM-CATH	6.25	uM	{"class":"bacteria_or_fungus","species":	cell_viability_cytotoxicity	2.5	uM	0.4	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3389_fphar.2021.769739	optP1	1.0	uM	{"class":"bacteria","species":"Escherich	HC50	205.0	uM	205.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3389_fphar.2021.769739	optP7	1.5	uM	{"class":"bacteria","species":"Escherich	HC50	195.0	uM	130.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3389_fphar.2021.769739	consP1	35.0	uM	{"class":"bacteria","species":"Escherich	HC50	139.0	uM	4.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3389_fphar.2021.769739	hyP1CoG1	1.0	uM	{"class":"bacteria","species":"Escherich	HC50	157.0	uM	157.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3389_fphar.2021.769739	hyP1CoG2	1.0	uM	{"class":"bacteria","species":"Escherich	HC50	157.0	uM	157.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3389_fphar.2021.769739	hyP7CoG1	1.0	uM	{"class":"bacteria","species":"Escherich	HC50	154.0	uM	154.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3389_fphar.2021.769739	hyP7CoG2	2.5	uM	{"class":"bacteria","species":"Escherich	HC50	154.0	uM	61.6	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3389_fphar.2021.769739	Bac5-v291	1.1	uM	{"class":"bacteria","species":"Escherich	HC50	278.0	uM	252.7	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3389_fphar.2021.769739	hyP7B5G	2.0	uM	{"class":"bacteria","species":"Staphyloc	HC50	102.0	uM	51.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3389_fphar.2021.769739	hyP7B5K	2.0	uM	{"class":"bacteria","species":"Staphyloc	HC50	82.0	uM	41.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3389_fphar.2021.769739	hyP7B5GK	1.0	uM	{"class":"bacteria","species":"Staphyloc	HC50	120.0	uM	120.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3389_fphar.2021.769739	hyP7B5Cys	0.6	uM	{"class":"bacteria","species":"Escherich	HC50	102.0	uM	170.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3389_fphar.2024.1443497	Melittin	1.44	uM	{"class":"bacterium","gram_status":"Gram	HC50	0.59	uM	0.4	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3389_fphar.2024.1443497	Lys-to-Orn melittin	1.28	uM	{"class":"bacterium","gram_status":"Gram	HC50	1.4	uM	1.1	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3389_fphar.2024.1443497	Lys-to-Dab melittin	1.47	uM	{"class":"bacterium","gram_status":"Gram	HC50	1.33	uM	0.9	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3389_fphar.2024.1443497	Lys-to-Dap melittin	1.59	uM	{"class":"bacterium","gram_status":"Gram	HC50	0.89	uM	0.6	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3389_fphar.2024.1443497	Parallel melittin dimer	3.83	uM	{"class":"bacterium","gram_status":"Gram	HC50	0.2	uM	0.1	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3389_fphar.2024.1443497	Antiparallel melittin dimer	5.18	uM	{"class":"bacterium","gram_status":"Gram	HC50	0.29	uM	0.1	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3390_antibiotics10080895	Brevinin-2GUb	16.0	uM	{"class":"bacteria","source_label":"E. c	HC50	2010.0	uM	125.6	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3390_antibiotics10080895	tB2U	128.0	uM	{"class":"bacteria","source_label":"E. c	HC50	16.0	uM	0.1	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3390_antibiotics10080895	tB2U-K	8.0	uM	{"class":"bacteria","source_label":"E. c	HC50	3056.0	uM	382.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3390_antibiotics10080895	7-tB2U-K	256.0	uM	{"class":"bacteria","source_label":"Meth	HC50	11.0	uM	0.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3390_antibiotics10080895	14-tB2U-K	256.0	uM	{"class":"bacteria","source_label":"S. a	HC50	10.0	uM	0.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3390_antibiotics10121529	t-DPH1	2.0	uM	{"class":"bacteria","gram_status":"Gram-	HC50	106.4	uM	53.2	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3390_antibiotics10121529	t-DPH1-K4	1.0	uM	{"class":"bacteria","gram_status":"Gram-	HC50	444.8	uM	444.8	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3390_antibiotics10121529	t-DPH1-5K	2.0	uM	{"class":"bacteria","gram_status":"Gram-	HC50	19.39	uM	9.7	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3390_antibiotics10121529	t-DPH1-6K	2.0	uM	{"class":"bacteria","gram_status":"Gram-	HC50	834.6	uM	417.3	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3390_antibiotics10121529	t-DPH1-6KW	2.0	uM	{"class":"bacteria","gram_status":"Gram-	HC50	2094.0	uM	1047.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3390_antibiotics11020166	westertide_a	6.25	uM	{"class":"fungus","species":"Candida alb	cytotoxicity_no_significant_ac	100.0	uM	16.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3390_antibiotics11020166	westertide_b	6.25	uM	{"class":"fungus","species":"Candida alb	cytotoxicity_no_significant_ac	100.0	uM	16.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3390_antibiotics11081085	5L	4.0	ug/mL	{"class":"bacterial_strain","source_note	CC50_not_observed	128.0	ug/mL	32.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3390_antibiotics11111588	WALK244.01	1.0	ug/mL	{"class":"bacteria","gram_status":"Gram-	MHC	16.0	ug/mL	16.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3390_antibiotics11111588	WALK244.02	2.0	ug/mL	{"class":"bacteria","gram_status":"Gram-	MHC	32.0	ug/mL	16.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3390_antibiotics11111588	WALK244.03	8.0	ug/mL	{"class":"bacteria","gram_status":"Gram-	MHC	64.0	ug/mL	8.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3390_antibiotics11111588	WALK244.04	4.0	ug/mL	{"class":"bacteria","gram_status":"Gram-	MHC	64.0	ug/mL	16.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3390_antibiotics11111588	WALK244.05	2.0	ug/mL	{"class":"bacteria","gram_status":"Gram-	MHC	32.0	ug/mL	16.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3390_antibiotics11111588	WALK244.06	2.0	ug/mL	{"class":"bacteria","gram_status":"Gram-	MHC	32.0	ug/mL	16.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3390_antibiotics11111588	WALK244.07	2.0	ug/mL	{"class":"bacteria","gram_status":"Gram-	MHC	32.0	ug/mL	16.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3390_antibiotics11111588	WALK244.08	1.0	ug/mL	{"class":"bacteria","gram_status":"Gram-	MHC	8.0	ug/mL	8.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3390_antibiotics11111588	WALK244.09	1.0	ug/mL	{"class":"bacteria","gram_status":"Gram-	MHC	8.0	ug/mL	8.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3390_antibiotics11111588	WALK244.10	2.0	ug/mL	{"class":"bacteria","gram_status":"Gram-	MHC	32.0	ug/mL	16.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3390_antibiotics11111588	WALK243.01	4.0	ug/mL	{"class":"bacteria","gram_status":"Gram-	MHC	32.0	ug/mL	8.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3390_antibiotics11111588	WALK243.02	4.0	ug/mL	{"class":"bacteria","gram_status":"Gram-	MHC	64.0	ug/mL	16.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3390_antibiotics11111588	WALK243.03	4.0	ug/mL	{"class":"bacteria","gram_status":"Gram-	MHC	32.0	ug/mL	8.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3390_antibiotics11111588	WALK243.04	4.0	ug/mL	{"class":"bacteria","gram_status":"Gram-	MHC	64.0	ug/mL	16.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3390_antibiotics11111588	WALK243.05	2.0	ug/mL	{"class":"bacteria","gram_status":"Gram-	MHC	64.0	ug/mL	32.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3390_antibiotics11111588	WALK243.06	2.0	ug/mL	{"class":"bacteria","gram_status":"Gram-	MHC	32.0	ug/mL	16.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3390_antibiotics11111588	WALK243.07	2.0	ug/mL	{"class":"bacteria","gram_status":"Gram-	MHC	16.0	ug/mL	8.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3390_antibiotics11111588	WALK243.08	2.0	ug/mL	{"class":"bacteria","gram_status":"Gram-	MHC	8.0	ug/mL	4.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3390_antibiotics11111588	WALK243.09	4.0	ug/mL	{"class":"bacteria","gram_status":"Gram-	MHC	64.0	ug/mL	16.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3390_antibiotics11121710	OdMa2	4.0	ug/mL	{"class":"gram_negative_bacteria","gram_	HC50	128.0	ug/mL	32.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3390_antibiotics11121710	PaVa1	2.0	ug/mL	{"class":"gram_negative_bacteria","gram_	HC50	128.0	ug/mL	64.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3390_antibiotics11121710	PeNi1	4.0	ug/mL	{"class":"gram_negative_bacteria","gram_	HC50	128.0	ug/mL	32.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3390_antibiotics11121710	PeNi9	2.0	ug/mL	{"class":"gram_negative_bacteria","gram_	HC50	128.0	ug/mL	64.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3390_antibiotics11121710	TeBi1	1.0	ug/mL	{"class":"gram_negative_bacteria","gram_	HC50	128.0	ug/mL	128.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3390_antibiotics11121710	TeRu4	1.0	ug/mL	{"class":"gram_negative_bacteria","gram_	HC50	128.0	ug/mL	128.0	TI = median toxicity_conc / min_MIC (same unit family)
doi__10.3390_antibiotics12010019	mag2	3.13	uM	{"class":"bacteria","gram_status":"Gram-	HC50	100.0	uM	31.9	TI = median toxicity_conc / min_MIC (same unit family)
