artifact	old_id	new_id
extracted	10.1371/journal.pone.0072923)	10.1371/journal.pone.0072923
extracted	10.1371/journal.pone.0072923)	10.1371/journal.pone.0072923
extracted	10.1371/journal.pone.0072923)	10.1371/journal.pone.0072923
extracted	10.1371/journal.pone.0072923)	10.1371/journal.pone.0072923
extracted	10.1371/journal.pone.0062302)	10.1371/journal.pone.0062302
extracted	10.1371/journal.pone.0062302)	10.1371/journal.pone.0062302
extracted	10.1371/journal.pone.0062302)	10.1371/journal.pone.0062302
extracted	10.1371/journal.pone.0062302)	10.1371/journal.pone.0062302
extracted	10.1371/journal.pone.0062302)	10.1371/journal.pone.0062302
extracted	10.1371/journal.pone.0062302)	10.1371/journal.pone.0062302
extracted	10.1371/journal.pone.0062302)	10.1371/journal.pone.0062302
extracted	10.1371/journal.pone.0062302)	10.1371/journal.pone.0062302
extracted	10.1371/journal.pone.0062302)	10.1371/journal.pone.0062302
extracted	10.1371/journal.pone.0062302)	10.1371/journal.pone.0062302
extracted	10.1371/journal.pone.0062302)	10.1371/journal.pone.0062302
extracted	10.1371/journal.pone.0062302)	10.1371/journal.pone.0062302
extracted	10.1371/journal.pone.0062302)	10.1371/journal.pone.0062302
extracted	10.1371/journal.pone.0062302)	10.1371/journal.pone.0062302
extracted	10.1371/journal.pone.0077031)	10.1371/journal.pone.0077031
extracted	10.1371/journal.pone.0077031)	10.1371/journal.pone.0077031
extracted	10.1371/journal.pone.0077031)	10.1371/journal.pone.0077031
extracted	10.1371/journal.pone.0077031)	10.1371/journal.pone.0077031
extracted	10.1371/journal.pone.0077031)	10.1371/journal.pone.0077031
extracted	10.1371/journal.pone.0077031)	10.1371/journal.pone.0077031
extracted	10.1371/journal.pone.0077031)	10.1371/journal.pone.0077031
extracted	10.1371/journal.pone.0077031)	10.1371/journal.pone.0077031
extracted	10.1371/journal.pone.0077031)	10.1371/journal.pone.0077031
extracted	10.1371/journal.pone.0077031)	10.1371/journal.pone.0077031
extracted	10.1371/journal.pone.0077031)	10.1371/journal.pone.0077031
extracted	10.3892/ol.2012.1042)	10.3892/ol.2012.1042
extracted	10.3892/ol.2012.1042)	10.3892/ol.2012.1042
extracted	10.3892/ol.2012.1042)	10.3892/ol.2012.1042
extracted	10.3892/ol.2012.1042)	10.3892/ol.2012.1042
extracted	10.3892/ol.2012.1042)	10.3892/ol.2012.1042
extracted	10.3892/ol.2012.1042)	10.3892/ol.2012.1042
extracted	10.3892/ol.2012.1042)	10.3892/ol.2012.1042
extracted	10.3892/ol.2012.1042)	10.3892/ol.2012.1042
extracted	10.3892/ol.2012.1042)	10.3892/ol.2012.1042
extracted	10.3892/ol.2012.1042)	10.3892/ol.2012.1042
extracted	10.3892/ol.2012.1042)	10.3892/ol.2012.1042
extracted	10.3892/ol.2012.1042)	10.3892/ol.2012.1042
extracted	10.3892/ol.2012.1042)	10.3892/ol.2012.1042
extracted	10.3892/ol.2012.1042)	10.3892/ol.2012.1042
extracted	10.3892/ol.2012.1042)	10.3892/ol.2012.1042
extracted	10.3892/ol.2012.1042)	10.3892/ol.2012.1042
extracted	10.3892/ol.2012.1042)	10.3892/ol.2012.1042
extracted	10.3892/ol.2012.1042)	10.3892/ol.2012.1042
extracted	10.3892/ol.2012.1042)	10.3892/ol.2012.1042
extracted	10.3892/ol.2012.1042)	10.3892/ol.2012.1042
extracted	10.3892/ol.2012.1042)	10.3892/ol.2012.1042
extracted	10.3892/ol.2012.1042)	10.3892/ol.2012.1042
extracted	10.3892/ol.2012.1042)	10.3892/ol.2012.1042
extracted	10.1371/journal.pone.0060462)	10.1371/journal.pone.0060462
extracted	10.1371/journal.pone.0060462)	10.1371/journal.pone.0060462
extracted	10.1371/journal.pone.0060462)	10.1371/journal.pone.0060462
extracted	10.1371/journal.pone.0060462)	10.1371/journal.pone.0060462
extracted	10.1371/journal.pone.0060462)	10.1371/journal.pone.0060462
extracted	10.1371/journal.pone.0060462)	10.1371/journal.pone.0060462
extracted	10.1371/journal.pone.0060462)	10.1371/journal.pone.0060462
extracted	10.1371/journal.pone.0060462)	10.1371/journal.pone.0060462
extracted	10.1371/journal.pone.0060462)	10.1371/journal.pone.0060462
extracted	10.1371/journal.pone.0060462)	10.1371/journal.pone.0060462
extracted	10.1371/journal.pone.0059119)	10.1371/journal.pone.0059119
extracted	10.1371/journal.pone.0059119)	10.1371/journal.pone.0059119
extracted	10.1371/journal.pone.0059119)	10.1371/journal.pone.0059119
extracted	10.1371/journal.pone.0059119)	10.1371/journal.pone.0059119
extracted	10.1371/journal.pone.0059119)	10.1371/journal.pone.0059119
extracted	10.1371/journal.pone.0059119)	10.1371/journal.pone.0059119
extracted	10.1371/journal.pone.0059119)	10.1371/journal.pone.0059119
extracted	10.1371/journal.pone.0059119)	10.1371/journal.pone.0059119
extracted	10.1371/journal.pone.0059119)	10.1371/journal.pone.0059119
extracted	10.1371/journal.pone.0059119)	10.1371/journal.pone.0059119
extracted	10.1371/journal.pone.0059119)	10.1371/journal.pone.0059119
extracted	10.1371/journal.pone.0059119)	10.1371/journal.pone.0059119
extracted	10.1371/journal.pone.0059119)	10.1371/journal.pone.0059119
extracted	10.1371/journal.pone.0059119)	10.1371/journal.pone.0059119
extracted	10.1371/journal.pone.0059119)	10.1371/journal.pone.0059119
extracted	10.1371/journal.pone.0059119)	10.1371/journal.pone.0059119
extracted	10.1371/journal.pcbi.1003212)	10.1371/journal.pcbi.1003212
extracted	10.1371/journal.pcbi.1003212)	10.1371/journal.pcbi.1003212
extracted	10.1371/journal.pcbi.1003212)	10.1371/journal.pcbi.1003212
extracted	10.1371/journal.pcbi.1003212)	10.1371/journal.pcbi.1003212
extracted	10.1371/journal.pcbi.1003212)	10.1371/journal.pcbi.1003212
extracted	10.1371/journal.pcbi.1003212)	10.1371/journal.pcbi.1003212
extracted	10.1371/journal.pcbi.1003212)	10.1371/journal.pcbi.1003212
extracted	10.1371/journal.pcbi.1003212)	10.1371/journal.pcbi.1003212
extracted	10.1371/journal.pcbi.1003212)	10.1371/journal.pcbi.1003212
extracted	10.1371/journal.pcbi.1003212)	10.1371/journal.pcbi.1003212
extracted	10.1186/2191-0855-3-35)	10.1186/2191-0855-3-35
extracted	10.1186/2191-0855-3-35)	10.1186/2191-0855-3-35
extracted	10.1186/2191-0855-3-35)	10.1186/2191-0855-3-35
extracted	10.1186/2191-0855-3-35)	10.1186/2191-0855-3-35
extracted	10.1186/2191-0855-3-35)	10.1186/2191-0855-3-35
extracted	10.1186/2191-0855-3-35)	10.1186/2191-0855-3-35
extracted	10.1186/2191-0855-3-35)	10.1186/2191-0855-3-35
extracted	10.1186/2191-0855-3-35)	10.1186/2191-0855-3-35
extracted	10.1186/2191-0855-3-35)	10.1186/2191-0855-3-35
extracted	10.1186/2191-0855-3-35)	10.1186/2191-0855-3-35
extracted	10.1186/2191-0855-3-35)	10.1186/2191-0855-3-35
extracted	10.1186/2191-0855-3-35)	10.1186/2191-0855-3-35
extracted	10.1186/2191-0855-3-35)	10.1186/2191-0855-3-35
extracted	10.1186/2191-0855-3-35)	10.1186/2191-0855-3-35
extracted	10.1186/2191-0855-3-35)	10.1186/2191-0855-3-35
extracted	10.1186/2191-0855-3-35)	10.1186/2191-0855-3-35
extracted	10.1186/2191-0855-3-35)	10.1186/2191-0855-3-35
extracted	10.1186/2191-0855-3-35)	10.1186/2191-0855-3-35
extracted	10.1186/2191-0855-3-35)	10.1186/2191-0855-3-35
extracted	10.1186/2191-0855-3-35)	10.1186/2191-0855-3-35
extracted	10.1186/2191-0855-3-35)	10.1186/2191-0855-3-35
extracted	10.1186/2191-0855-3-35)	10.1186/2191-0855-3-35
extracted	10.1186/2191-0855-3-35)	10.1186/2191-0855-3-35
extracted	10.1186/2191-0855-3-35)	10.1186/2191-0855-3-35
extracted	10.1186/2191-0855-3-35)	10.1186/2191-0855-3-35
extracted	10.1186/2191-0855-3-35)	10.1186/2191-0855-3-35
extracted	10.1186/2191-0855-3-35)	10.1186/2191-0855-3-35
extracted	10.1186/2191-0855-3-35)	10.1186/2191-0855-3-35
extracted	10.1186/2191-0855-3-35)	10.1186/2191-0855-3-35
extracted	10.1186/2191-0855-3-35)	10.1186/2191-0855-3-35
extracted	10.1186/2191-0855-3-35)	10.1186/2191-0855-3-35
extracted	10.1186/2191-0855-3-35)	10.1186/2191-0855-3-35
extracted	10.1186/2191-0855-3-35)	10.1186/2191-0855-3-35
extracted	10.1186/2191-0855-3-35)	10.1186/2191-0855-3-35
extracted	10.1186/2191-0855-3-35)	10.1186/2191-0855-3-35
extracted	10.1186/2191-0855-3-35)	10.1186/2191-0855-3-35
extracted	10.1186/2191-0855-3-35)	10.1186/2191-0855-3-35
extracted	10.1186/2191-0855-3-35)	10.1186/2191-0855-3-35
extracted	10.1371/journal.pone.0066084)	10.1371/journal.pone.0066084
extracted	10.1371/journal.pone.0066084)	10.1371/journal.pone.0066084
extracted	10.1371/journal.pone.0066084)	10.1371/journal.pone.0066084
extracted	10.1371/journal.pone.0066084)	10.1371/journal.pone.0066084
extracted	10.1371/journal.pone.0066084)	10.1371/journal.pone.0066084
extracted	10.1371/journal.pone.0066084)	10.1371/journal.pone.0066084
extracted	10.1371/journal.pone.0066084)	10.1371/journal.pone.0066084
extracted	10.1371/journal.pone.0066084)	10.1371/journal.pone.0066084
extracted	10.1371/journal.pone.0066084)	10.1371/journal.pone.0066084
extracted	10.1371/journal.pone.0066084)	10.1371/journal.pone.0066084
extracted	10.1371/journal.pone.0066084)	10.1371/journal.pone.0066084
extracted	10.1371/journal.pone.0066084)	10.1371/journal.pone.0066084
extracted	10.1371/journal.pone.0066084)	10.1371/journal.pone.0066084
extracted	10.1371/journal.pone.0066084)	10.1371/journal.pone.0066084
extracted	10.1371/journal.pone.0066084)	10.1371/journal.pone.0066084
extracted	10.1371/journal.pone.0066084)	10.1371/journal.pone.0066084
extracted	10.1371/journal.pone.0066084)	10.1371/journal.pone.0066084
extracted	10.1371/journal.pone.0066084)	10.1371/journal.pone.0066084
extracted	10.1371/journal.pone.0066084)	10.1371/journal.pone.0066084
extracted	10.1371/journal.pone.0066084)	10.1371/journal.pone.0066084
extracted	10.1371/journal.pone.0066084)	10.1371/journal.pone.0066084
extracted	10.1371/journal.pone.0066084)	10.1371/journal.pone.0066084
extracted	10.1371/journal.pone.0066084)	10.1371/journal.pone.0066084
extracted	10.1371/journal.pone.0066084)	10.1371/journal.pone.0066084
extracted	10.1371/journal.pone.0066084)	10.1371/journal.pone.0066084
extracted	10.1371/journal.pone.0066084)	10.1371/journal.pone.0066084
extracted	10.7150/ijbs.9859)	10.7150/ijbs.9859
extracted	10.7150/ijbs.9859)	10.7150/ijbs.9859
extracted	10.7150/ijbs.9859)	10.7150/ijbs.9859
extracted	10.7150/ijbs.9859)	10.7150/ijbs.9859
extracted	10.7150/ijbs.9859)	10.7150/ijbs.9859
extracted	10.7150/ijbs.9859)	10.7150/ijbs.9859
extracted	10.7150/ijbs.9859)	10.7150/ijbs.9859
extracted	10.7150/ijbs.9859)	10.7150/ijbs.9859
extracted	10.7150/ijbs.9859)	10.7150/ijbs.9859
extracted	10.7150/ijbs.9859)	10.7150/ijbs.9859
extracted	10.7150/ijbs.9859)	10.7150/ijbs.9859
extracted	10.7150/ijbs.9859)	10.7150/ijbs.9859
extracted	10.7150/ijbs.9859)	10.7150/ijbs.9859
extracted	10.7150/ijbs.9859)	10.7150/ijbs.9859
extracted	10.7150/ijbs.9859)	10.7150/ijbs.9859
extracted	10.7150/ijbs.9859)	10.7150/ijbs.9859
extracted	10.7150/ijbs.9859)	10.7150/ijbs.9859
extracted	10.7150/ijbs.9859)	10.7150/ijbs.9859
extracted	10.7150/ijbs.9859)	10.7150/ijbs.9859
extracted	10.7150/ijbs.9859)	10.7150/ijbs.9859
extracted	10.7150/ijbs.9859)	10.7150/ijbs.9859
extracted	10.7150/ijbs.9859)	10.7150/ijbs.9859
extracted	10.7150/ijbs.9859)	10.7150/ijbs.9859
extracted	10.7150/ijbs.9859)	10.7150/ijbs.9859
extracted	10.7150/ijbs.9859)	10.7150/ijbs.9859
extracted	10.5423/ppj.oa.02.2014.0011)	10.5423/ppj.oa.02.2014.0011
extracted	10.5423/ppj.oa.02.2014.0011)	10.5423/ppj.oa.02.2014.0011
extracted	10.5423/ppj.oa.02.2014.0011)	10.5423/ppj.oa.02.2014.0011
extracted	10.5423/ppj.oa.02.2014.0011)	10.5423/ppj.oa.02.2014.0011
extracted	10.5423/ppj.oa.02.2014.0011)	10.5423/ppj.oa.02.2014.0011
extracted	10.5423/ppj.oa.02.2014.0011)	10.5423/ppj.oa.02.2014.0011
extracted	10.5423/ppj.oa.02.2014.0011)	10.5423/ppj.oa.02.2014.0011
extracted	10.5423/ppj.oa.02.2014.0011)	10.5423/ppj.oa.02.2014.0011
extracted	10.5423/ppj.oa.02.2014.0011)	10.5423/ppj.oa.02.2014.0011
extracted	10.5423/ppj.oa.02.2014.0011)	10.5423/ppj.oa.02.2014.0011
extracted	10.5423/ppj.oa.02.2014.0011)	10.5423/ppj.oa.02.2014.0011
extracted	10.5423/ppj.oa.02.2014.0011)	10.5423/ppj.oa.02.2014.0011
extracted	10.5423/ppj.oa.02.2014.0011)	10.5423/ppj.oa.02.2014.0011
extracted	10.5423/ppj.oa.02.2014.0011)	10.5423/ppj.oa.02.2014.0011
extracted	10.5423/ppj.oa.02.2014.0011)	10.5423/ppj.oa.02.2014.0011
extracted	10.5423/ppj.oa.02.2014.0011)	10.5423/ppj.oa.02.2014.0011
extracted	10.5423/ppj.oa.02.2014.0011)	10.5423/ppj.oa.02.2014.0011
extracted	10.5423/ppj.oa.02.2014.0011)	10.5423/ppj.oa.02.2014.0011
extracted	10.5423/ppj.oa.02.2014.0011)	10.5423/ppj.oa.02.2014.0011
extracted	10.5423/ppj.oa.02.2014.0011)	10.5423/ppj.oa.02.2014.0011
extracted	10.5423/ppj.oa.02.2014.0011)	10.5423/ppj.oa.02.2014.0011
extracted	10.5423/ppj.oa.02.2014.0011)	10.5423/ppj.oa.02.2014.0011
extracted	10.5423/ppj.oa.02.2014.0011)	10.5423/ppj.oa.02.2014.0011
extracted	10.5423/ppj.oa.02.2014.0011)	10.5423/ppj.oa.02.2014.0011
extracted	10.1371/journal.pone.0058997)	10.1371/journal.pone.0058997
extracted	10.1371/journal.pone.0058997)	10.1371/journal.pone.0058997
extracted	10.1371/journal.pone.0058997)	10.1371/journal.pone.0058997
extracted	10.1371/journal.pone.0058997)	10.1371/journal.pone.0058997
extracted	10.1371/journal.pone.0058997)	10.1371/journal.pone.0058997
extracted	10.1371/journal.pone.0058997)	10.1371/journal.pone.0058997
extracted	10.1371/journal.pone.0058997)	10.1371/journal.pone.0058997
extracted	10.1371/journal.pone.0058997)	10.1371/journal.pone.0058997
extracted	10.1371/journal.pone.0058997)	10.1371/journal.pone.0058997
extracted	10.1371/journal.pone.0058997)	10.1371/journal.pone.0058997
extracted	10.1371/journal.pone.0058997)	10.1371/journal.pone.0058997
extracted	10.1371/journal.pone.0058997)	10.1371/journal.pone.0058997
extracted	10.1371/journal.pone.0058997)	10.1371/journal.pone.0058997
extracted	10.1371/journal.pone.0058997)	10.1371/journal.pone.0058997
extracted	10.1371/journal.pone.0058997)	10.1371/journal.pone.0058997
extracted	10.1371/journal.pone.0058997)	10.1371/journal.pone.0058997
extracted	10.1371/journal.pone.0058997)	10.1371/journal.pone.0058997
extracted	10.1371/journal.pone.0058997)	10.1371/journal.pone.0058997
extracted	10.1371/journal.pone.0058997)	10.1371/journal.pone.0058997
extracted	10.1371/journal.pone.0058997)	10.1371/journal.pone.0058997
extracted	10.1371/journal.pone.0058997)	10.1371/journal.pone.0058997
extracted	10.1371/journal.pone.0058997)	10.1371/journal.pone.0058997
extracted	10.1371/journal.pone.0058997)	10.1371/journal.pone.0058997
extracted	10.1371/journal.pone.0058997)	10.1371/journal.pone.0058997
extracted	10.1371/journal.pone.0058997)	10.1371/journal.pone.0058997
extracted	10.1371/journal.pone.0058997)	10.1371/journal.pone.0058997
extracted	10.1371/journal.pone.0058997)	10.1371/journal.pone.0058997
extracted	10.1371/journal.pone.0070782)	10.1371/journal.pone.0070782
extracted	10.1371/journal.pone.0070782)	10.1371/journal.pone.0070782
extracted	10.1371/journal.pone.0070782)	10.1371/journal.pone.0070782
extracted	10.1371/journal.pone.0070782)	10.1371/journal.pone.0070782
extracted	10.1371/journal.pone.0070782)	10.1371/journal.pone.0070782
extracted	10.1371/journal.pone.0070782)	10.1371/journal.pone.0070782
extracted	10.1371/journal.pone.0070782)	10.1371/journal.pone.0070782
extracted	10.1371/journal.pone.0070782)	10.1371/journal.pone.0070782
extracted	10.1371/journal.pone.0070782)	10.1371/journal.pone.0070782
extracted	10.1371/journal.pone.0070782)	10.1371/journal.pone.0070782
extracted	10.1371/journal.pone.0070782)	10.1371/journal.pone.0070782
extracted	10.1371/journal.pone.0070782)	10.1371/journal.pone.0070782
extracted	10.1371/journal.pone.0070782)	10.1371/journal.pone.0070782
extracted	10.1371/journal.pone.0070782)	10.1371/journal.pone.0070782
extracted	10.1371/journal.pone.0070782)	10.1371/journal.pone.0070782
extracted	10.1371/journal.pone.0070782)	10.1371/journal.pone.0070782
extracted	10.1371/journal.pone.0070782)	10.1371/journal.pone.0070782
extracted	10.1371/journal.pone.0070782)	10.1371/journal.pone.0070782
extracted	10.1371/journal.pone.0070782)	10.1371/journal.pone.0070782
extracted	10.1371/journal.pone.0070782)	10.1371/journal.pone.0070782
extracted	10.1371/journal.pone.0070782)	10.1371/journal.pone.0070782
extracted	10.1371/journal.pone.0070782)	10.1371/journal.pone.0070782
extracted	10.1371/journal.pone.0070782)	10.1371/journal.pone.0070782
extracted	10.1371/journal.pone.0070782)	10.1371/journal.pone.0070782
extracted	10.1371/journal.pone.0070782)	10.1371/journal.pone.0070782
extracted	10.1371/journal.pone.0070782)	10.1371/journal.pone.0070782
extracted	10.1371/journal.pone.0070782)	10.1371/journal.pone.0070782
extracted	10.1371/journal.pone.0070782)	10.1371/journal.pone.0070782
extracted	10.1371/journal.pone.0070782)	10.1371/journal.pone.0070782
extracted	10.1371/journal.pone.0070782)	10.1371/journal.pone.0070782
extracted	10.1371/journal.pone.0070782)	10.1371/journal.pone.0070782
extracted	10.1371/journal.pone.0070782)	10.1371/journal.pone.0070782
extracted	10.1371/journal.pone.0070782)	10.1371/journal.pone.0070782
extracted	10.1371/journal.pone.0070782)	10.1371/journal.pone.0070782
extracted	10.1371/journal.pone.0070782)	10.1371/journal.pone.0070782
extracted	10.1371/journal.pone.0070782)	10.1371/journal.pone.0070782
extracted	10.1371/journal.pone.0070782)	10.1371/journal.pone.0070782
extracted	10.1371/journal.pone.0070782)	10.1371/journal.pone.0070782
extracted	10.1371/journal.pone.0070782)	10.1371/journal.pone.0070782
extracted	10.1371/journal.pone.0070782)	10.1371/journal.pone.0070782
extracted	10.1371/journal.pone.0102577)	10.1371/journal.pone.0102577
extracted	10.1371/journal.pone.0102577)	10.1371/journal.pone.0102577
extracted	10.1371/journal.pone.0102577)	10.1371/journal.pone.0102577
extracted	10.1371/journal.pone.0102577)	10.1371/journal.pone.0102577
extracted	10.1371/journal.pone.0102577)	10.1371/journal.pone.0102577
extracted	10.1371/journal.pone.0102577)	10.1371/journal.pone.0102577
extracted	10.1371/journal.pone.0102577)	10.1371/journal.pone.0102577
extracted	10.1371/journal.pone.0102577)	10.1371/journal.pone.0102577
extracted	10.1371/journal.pone.0102577)	10.1371/journal.pone.0102577
extracted	10.1371/journal.pone.0102577)	10.1371/journal.pone.0102577
extracted	10.1371/journal.pone.0102577)	10.1371/journal.pone.0102577
extracted	10.1371/journal.pone.0102577)	10.1371/journal.pone.0102577
extracted	10.1371/journal.pone.0102577)	10.1371/journal.pone.0102577
extracted	10.1371/journal.pone.0102577)	10.1371/journal.pone.0102577
extracted	10.1371/journal.pone.0102577)	10.1371/journal.pone.0102577
extracted	10.1371/journal.pone.0102577)	10.1371/journal.pone.0102577
extracted	10.1371/journal.pone.0102577)	10.1371/journal.pone.0102577
extracted	10.1371/journal.pone.0102577)	10.1371/journal.pone.0102577
extracted	10.1371/journal.pone.0102577)	10.1371/journal.pone.0102577
extracted	10.1371/journal.pone.0095737)	10.1371/journal.pone.0095737
extracted	10.1371/journal.pone.0095737)	10.1371/journal.pone.0095737
extracted	10.1371/journal.pone.0095737)	10.1371/journal.pone.0095737
extracted	10.1371/journal.pone.0095737)	10.1371/journal.pone.0095737
extracted	10.1371/journal.pone.0095737)	10.1371/journal.pone.0095737
extracted	10.1371/journal.pone.0095737)	10.1371/journal.pone.0095737
extracted	10.1371/journal.pone.0095737)	10.1371/journal.pone.0095737
extracted	10.1371/journal.pone.0095737)	10.1371/journal.pone.0095737
extracted	10.1371/journal.pone.0095737)	10.1371/journal.pone.0095737
extracted	10.1371/journal.pone.0095737)	10.1371/journal.pone.0095737
extracted	10.1371/journal.pone.0095737)	10.1371/journal.pone.0095737
extracted	10.1371/journal.pone.0106543)	10.1371/journal.pone.0106543
extracted	10.1371/journal.pone.0106543)	10.1371/journal.pone.0106543
extracted	10.1371/journal.pone.0106543)	10.1371/journal.pone.0106543
extracted	10.1371/journal.pone.0106543)	10.1371/journal.pone.0106543
extracted	10.1371/journal.pone.0106543)	10.1371/journal.pone.0106543
extracted	10.1371/journal.pone.0106543)	10.1371/journal.pone.0106543
extracted	10.1371/journal.pone.0106543)	10.1371/journal.pone.0106543
extracted	10.1371/journal.pone.0106543)	10.1371/journal.pone.0106543
extracted	10.1371/journal.pone.0106543)	10.1371/journal.pone.0106543
extracted	10.1371/journal.pone.0106543)	10.1371/journal.pone.0106543
extracted	10.1186/1471-2180-14-140)	10.1186/1471-2180-14-140
extracted	10.1186/1471-2180-14-140)	10.1186/1471-2180-14-140
extracted	10.1186/1471-2180-14-140)	10.1186/1471-2180-14-140
extracted	10.1186/1471-2180-14-140)	10.1186/1471-2180-14-140
extracted	10.1186/1471-2180-14-140)	10.1186/1471-2180-14-140
extracted	10.1186/1471-2180-14-140)	10.1186/1471-2180-14-140
extracted	10.1186/1471-2180-14-140)	10.1186/1471-2180-14-140
extracted	10.1186/1471-2180-14-140)	10.1186/1471-2180-14-140
extracted	10.1186/1471-2180-14-140)	10.1186/1471-2180-14-140
extracted	10.1186/1471-2180-14-140)	10.1186/1471-2180-14-140
extracted	10.1186/1471-2180-14-140)	10.1186/1471-2180-14-140
extracted	10.1186/1471-2180-14-140)	10.1186/1471-2180-14-140
extracted	10.1186/1471-2180-14-140)	10.1186/1471-2180-14-140
extracted	10.1186/1471-2180-14-140)	10.1186/1471-2180-14-140
extracted	10.1186/1471-2180-14-140)	10.1186/1471-2180-14-140
extracted	10.1186/1471-2180-14-140)	10.1186/1471-2180-14-140
extracted	10.1186/1471-2180-14-140)	10.1186/1471-2180-14-140
extracted	10.1186/1471-2180-14-140)	10.1186/1471-2180-14-140
extracted	10.1186/1471-2180-14-140)	10.1186/1471-2180-14-140
extracted	10.1186/1471-2180-14-140)	10.1186/1471-2180-14-140
extracted	10.1371/journal.ppat.1004152)	10.1371/journal.ppat.1004152
extracted	10.1371/journal.ppat.1004152)	10.1371/journal.ppat.1004152
extracted	10.1371/journal.ppat.1004152)	10.1371/journal.ppat.1004152
extracted	10.1371/journal.ppat.1004152)	10.1371/journal.ppat.1004152
extracted	10.1371/journal.ppat.1004152)	10.1371/journal.ppat.1004152
extracted	10.1371/journal.ppat.1004152)	10.1371/journal.ppat.1004152
extracted	10.1371/journal.ppat.1004152)	10.1371/journal.ppat.1004152
extracted	10.1371/journal.ppat.1004152)	10.1371/journal.ppat.1004152
extracted	10.1371/journal.ppat.1004152)	10.1371/journal.ppat.1004152
extracted	10.1371/journal.ppat.1004152)	10.1371/journal.ppat.1004152
extracted	10.1371/journal.ppat.1004152)	10.1371/journal.ppat.1004152
extracted	10.1371/journal.ppat.1004152)	10.1371/journal.ppat.1004152
extracted	10.1371/journal.ppat.1004152)	10.1371/journal.ppat.1004152
extracted	10.1371/journal.ppat.1004152)	10.1371/journal.ppat.1004152
extracted	10.1371/journal.ppat.1004152)	10.1371/journal.ppat.1004152
extracted	10.1371/journal.ppat.1004152)	10.1371/journal.ppat.1004152
extracted	10.1371/journal.ppat.1004152)	10.1371/journal.ppat.1004152
extracted	10.1371/journal.ppat.1004152)	10.1371/journal.ppat.1004152
extracted	10.1371/journal.ppat.1004152)	10.1371/journal.ppat.1004152
extracted	10.1371/journal.ppat.1004152)	10.1371/journal.ppat.1004152
extracted	10.1371/journal.pone.0086339)	10.1371/journal.pone.0086339
extracted	10.1371/journal.pone.0086339)	10.1371/journal.pone.0086339
extracted	10.1371/journal.pone.0086339)	10.1371/journal.pone.0086339
extracted	10.1371/journal.pone.0086339)	10.1371/journal.pone.0086339
extracted	10.1371/journal.pone.0086339)	10.1371/journal.pone.0086339
extracted	10.1371/journal.pone.0086339)	10.1371/journal.pone.0086339
extracted	10.1371/journal.pone.0086339)	10.1371/journal.pone.0086339
extracted	10.1371/journal.pone.0086339)	10.1371/journal.pone.0086339
extracted	10.1371/journal.pone.0086339)	10.1371/journal.pone.0086339
extracted	10.1371/journal.pone.0086339)	10.1371/journal.pone.0086339
extracted	10.1371/journal.pone.0086339)	10.1371/journal.pone.0086339
extracted	10.1371/journal.pone.0086339)	10.1371/journal.pone.0086339
extracted	10.1371/journal.pone.0086339)	10.1371/journal.pone.0086339
extracted	10.1371/journal.pone.0086339)	10.1371/journal.pone.0086339
extracted	10.1371/journal.pone.0110221)	10.1371/journal.pone.0110221
extracted	10.1371/journal.pone.0110221)	10.1371/journal.pone.0110221
extracted	10.1371/journal.pone.0110221)	10.1371/journal.pone.0110221
extracted	10.1371/journal.pone.0110221)	10.1371/journal.pone.0110221
extracted	10.1371/journal.pone.0110221)	10.1371/journal.pone.0110221
extracted	10.1371/journal.pone.0110221)	10.1371/journal.pone.0110221
extracted	10.1371/journal.pone.0110221)	10.1371/journal.pone.0110221
extracted	10.1371/journal.pone.0110221)	10.1371/journal.pone.0110221
extracted	10.1038/ncomms4067)	10.1038/ncomms4067
extracted	10.1038/ncomms4067)	10.1038/ncomms4067
extracted	10.1038/ncomms4067)	10.1038/ncomms4067
extracted	10.1038/ncomms4067)	10.1038/ncomms4067
extracted	10.1038/ncomms4067)	10.1038/ncomms4067
extracted	10.1038/ncomms4067)	10.1038/ncomms4067
extracted	10.1038/ncomms4067)	10.1038/ncomms4067
extracted	10.1038/ncomms4067)	10.1038/ncomms4067
extracted	10.1038/ncomms4067)	10.1038/ncomms4067
extracted	10.1038/ncomms4067)	10.1038/ncomms4067
extracted	10.1038/ncomms4067)	10.1038/ncomms4067
extracted	10.1038/ncomms4067)	10.1038/ncomms4067
extracted	10.1371/journal.pone.0105441)	10.1371/journal.pone.0105441
extracted	10.1371/journal.pone.0105441)	10.1371/journal.pone.0105441
extracted	10.1371/journal.pone.0105441)	10.1371/journal.pone.0105441
extracted	10.1371/journal.pone.0105441)	10.1371/journal.pone.0105441
extracted	10.1371/journal.pone.0105441)	10.1371/journal.pone.0105441
extracted	10.1371/journal.pone.0105441)	10.1371/journal.pone.0105441
extracted	10.1371/journal.pone.0105441)	10.1371/journal.pone.0105441
extracted	10.1371/journal.pone.0105441)	10.1371/journal.pone.0105441
extracted	10.1371/journal.pone.0105441)	10.1371/journal.pone.0105441
extracted	10.1371/journal.pone.0091007)	10.1371/journal.pone.0091007
extracted	10.1371/journal.pone.0091007)	10.1371/journal.pone.0091007
extracted	10.1371/journal.pone.0091007)	10.1371/journal.pone.0091007
extracted	10.1371/journal.pone.0091007)	10.1371/journal.pone.0091007
extracted	10.1371/journal.pone.0091007)	10.1371/journal.pone.0091007
