paper_id,run_base,lane,terminal_status,result_status,result_category,result_reason_code,refined_status,refined_category,refined_reason_code,recommended_next_action,attempt_count,worker_infra_retry_count,worker_infra_retry_exhausted,gap_codes,worker_infra_reason_codes,lane_generated_at,lane_summary
doi__10.3390_biom12060759,next100_10lane_20260508T121022Z,1,accepted_after_rework,accepted_after_rework,accepted,strict_gates_passed,accepted_after_rework_attempt1,accepted_after_rework,strict_gates_passed_after_single_rework,sample_audit_only,1,0,False,,,2026-05-08T17:05:50Z,/root/work/抗菌肽/数据库/batch/4-team/reports/true_rework_queue_next100_10lane_20260508T121022Z_lane01_latest.json
doi__10.3390_biom13010172,next100_10lane_20260508T121022Z,1,accepted_after_rework,accepted_after_rework,accepted,strict_gates_passed,accepted_after_rework_attempt1_with_infra_retry,accepted_after_rework_with_infra_noise,strict_gates_passed_after_single_rework_with_infra_retry,sample_audit_plus_infra_log_check,1,1,False,,,2026-05-08T17:05:50Z,/root/work/抗菌肽/数据库/batch/4-team/reports/true_rework_queue_next100_10lane_20260508T121022Z_lane01_latest.json
doi__10.3390_biom13030576,next100_10lane_20260508T121022Z,1,accepted_after_rework,accepted_after_rework,accepted,strict_gates_passed,accepted_after_rework_attempt1,accepted_after_rework,strict_gates_passed_after_single_rework,sample_audit_only,1,0,False,figure8_exact_hemolysis_percent_not_digitized;no_local_supplementary_data_tables,,2026-05-08T17:05:50Z,/root/work/抗菌肽/数据库/batch/4-team/reports/true_rework_queue_next100_10lane_20260508T121022Z_lane01_latest.json
doi__10.3390_biom13101453,next100_10lane_20260508T121022Z,1,accepted_after_rework,accepted_after_rework,accepted,strict_gates_passed,accepted_after_rework_attempt1,accepted_after_rework,strict_gates_passed_after_single_rework,sample_audit_only,1,0,False,,,2026-05-08T17:05:50Z,/root/work/抗菌肽/数据库/batch/4-team/reports/true_rework_queue_next100_10lane_20260508T121022Z_lane01_latest.json
doi__10.3390_biom14060659,next100_10lane_20260508T121022Z,1,accepted_after_rework,accepted_after_rework,accepted,strict_gates_passed,accepted_after_rework_attempt1,accepted_after_rework,strict_gates_passed_after_single_rework,sample_audit_only,1,0,False,,,2026-05-08T17:05:50Z,/root/work/抗菌肽/数据库/batch/4-team/reports/true_rework_queue_next100_10lane_20260508T121022Z_lane01_latest.json
doi__10.3390_biom15060776,next100_10lane_20260508T121022Z,1,accepted_after_rework,accepted_after_rework,accepted,strict_gates_passed,accepted_after_rework_attempt1,accepted_after_rework,strict_gates_passed_after_single_rework,sample_audit_only,1,0,False,,,2026-05-08T17:05:50Z,/root/work/抗菌肽/数据库/batch/4-team/reports/true_rework_queue_next100_10lane_20260508T121022Z_lane01_latest.json
doi__10.3390_biom8020019,next100_10lane_20260508T121022Z,1,accepted_after_rework,accepted_after_rework,accepted,strict_gates_passed,accepted_after_rework_attempt1,accepted_after_rework,strict_gates_passed_after_single_rework,sample_audit_only,1,0,False,,,2026-05-08T17:05:50Z,/root/work/抗菌肽/数据库/batch/4-team/reports/true_rework_queue_next100_10lane_20260508T121022Z_lane01_latest.json
doi__10.3390_biom8040122,next100_10lane_20260508T121022Z,2,accepted_after_rework,accepted_after_rework,accepted,strict_gates_passed,accepted_after_rework_attempt1,accepted_after_rework,strict_gates_passed_after_single_rework,sample_audit_only,1,0,False,exact_dbaasp_sequence_not_embedded_in_local_material;no_local_supplementary_assets_present,,2026-05-08T16:59:49Z,/root/work/抗菌肽/数据库/batch/4-team/reports/true_rework_queue_next100_10lane_20260508T121022Z_lane02_latest.json
doi__10.3390_biom9060242,next100_10lane_20260508T121022Z,2,accepted_after_rework,accepted_after_rework,accepted,strict_gates_passed,accepted_after_rework_attempt1,accepted_after_rework,strict_gates_passed_after_single_rework,sample_audit_only,1,0,False,,,2026-05-08T16:59:49Z,/root/work/抗菌肽/数据库/batch/4-team/reports/true_rework_queue_next100_10lane_20260508T121022Z_lane02_latest.json
doi__10.3390_biom9060249,next100_10lane_20260508T121022Z,2,accepted_after_rework,accepted_after_rework,accepted,strict_gates_passed,accepted_after_rework_attempt1_with_infra_retry,accepted_after_rework_with_infra_noise,strict_gates_passed_after_single_rework_with_infra_retry,sample_audit_plus_infra_log_check,1,1,False,,,2026-05-08T16:59:49Z,/root/work/抗菌肽/数据库/batch/4-team/reports/true_rework_queue_next100_10lane_20260508T121022Z_lane02_latest.json
doi__10.3390_biom9070280,next100_10lane_20260508T121022Z,2,accepted_after_rework,accepted_after_rework,accepted,strict_gates_passed,accepted_after_rework_attempt1,accepted_after_rework,strict_gates_passed_after_single_rework,sample_audit_only,1,0,False,,,2026-05-08T16:59:49Z,/root/work/抗菌肽/数据库/batch/4-team/reports/true_rework_queue_next100_10lane_20260508T121022Z_lane02_latest.json
doi__10.3390_biom9100598,next100_10lane_20260508T121022Z,2,accepted_after_rework,accepted_after_rework,accepted,strict_gates_passed,accepted_after_rework_attempt1_with_infra_retry,accepted_after_rework_with_infra_noise,strict_gates_passed_after_single_rework_with_infra_retry,sample_audit_plus_infra_log_check,1,1,False,figure_curve_exact_point_values_not_tabulated;no_local_supplementary_assets_declared,,2026-05-08T16:59:49Z,/root/work/抗菌肽/数据库/batch/4-team/reports/true_rework_queue_next100_10lane_20260508T121022Z_lane02_latest.json
doi__10.3390_biom9100628,next100_10lane_20260508T121022Z,2,accepted_after_rework,accepted_after_rework,accepted,strict_gates_passed,accepted_after_rework_attempt1,accepted_after_rework,strict_gates_passed_after_single_rework,sample_audit_only,1,0,False,,,2026-05-08T16:59:49Z,/root/work/抗菌肽/数据库/batch/4-team/reports/true_rework_queue_next100_10lane_20260508T121022Z_lane02_latest.json
doi__10.3390_biom9110646,next100_10lane_20260508T121022Z,2,accepted_after_rework,accepted_after_rework,accepted,strict_gates_passed,accepted_after_rework_attempt1,accepted_after_rework,strict_gates_passed_after_single_rework,sample_audit_only,1,0,False,,,2026-05-08T16:59:49Z,/root/work/抗菌肽/数据库/batch/4-team/reports/true_rework_queue_next100_10lane_20260508T121022Z_lane02_latest.json
doi__10.3390_biom9110667,next100_10lane_20260508T121022Z,2,accepted_after_rework,accepted_after_rework,accepted,strict_gates_passed,accepted_after_rework_attempt1,accepted_after_rework,strict_gates_passed_after_single_rework,sample_audit_only,1,0,False,,,2026-05-08T16:59:49Z,/root/work/抗菌肽/数据库/batch/4-team/reports/true_rework_queue_next100_10lane_20260508T121022Z_lane02_latest.json
doi__10.3390_biomedicines10092071,next100_10lane_20260508T121022Z,2,accepted_after_rework,accepted_after_rework,accepted,strict_gates_passed,accepted_after_rework_attempt1,accepted_after_rework,strict_gates_passed_after_single_rework,sample_audit_only,1,0,False,,,2026-05-08T16:59:49Z,/root/work/抗菌肽/数据库/batch/4-team/reports/true_rework_queue_next100_10lane_20260508T121022Z_lane02_latest.json
doi__10.3390_biomedicines8070185,next100_10lane_20260508T121022Z,2,accepted_after_rework,accepted_after_rework,accepted,strict_gates_passed,accepted_after_rework_attempt1,accepted_after_rework,strict_gates_passed_after_single_rework,sample_audit_only,1,0,False,,,2026-05-08T16:59:49Z,/root/work/抗菌肽/数据库/batch/4-team/reports/true_rework_queue_next100_10lane_20260508T121022Z_lane02_latest.json
doi__10.3390_cancers12092448,next100_10lane_20260508T121022Z,3,accepted_after_rework,accepted_after_rework,accepted,strict_gates_passed,accepted_after_rework_attempt1,accepted_after_rework,strict_gates_passed_after_single_rework,sample_audit_only,1,0,False,,,2026-05-08T16:28:03Z,/root/work/抗菌肽/数据库/batch/4-team/reports/true_rework_queue_next100_10lane_20260508T121022Z_lane03_latest.json
doi__10.3390_cells9091989,next100_10lane_20260508T121022Z,3,accepted_after_rework,accepted_after_rework,accepted,strict_gates_passed,accepted_after_rework_attempt1,accepted_after_rework,strict_gates_passed_after_single_rework,sample_audit_only,1,0,False,,,2026-05-08T16:28:03Z,/root/work/抗菌肽/数据库/batch/4-team/reports/true_rework_queue_next100_10lane_20260508T121022Z_lane03_latest.json
doi__10.3390_cimb43030087,next100_10lane_20260508T121022Z,3,accepted_after_rework,accepted_after_rework,accepted,strict_gates_passed,accepted_after_rework_attempt1,accepted_after_rework,strict_gates_passed_after_single_rework,sample_audit_only,1,0,False,,,2026-05-08T16:28:03Z,/root/work/抗菌肽/数据库/batch/4-team/reports/true_rework_queue_next100_10lane_20260508T121022Z_lane03_latest.json
doi__10.3390_cimb47080673,next100_10lane_20260508T121022Z,3,accepted_after_rework,accepted_after_rework,accepted,strict_gates_passed,accepted_after_rework_attempt1,accepted_after_rework,strict_gates_passed_after_single_rework,sample_audit_only,1,0,False,,,2026-05-08T16:28:03Z,/root/work/抗菌肽/数据库/batch/4-team/reports/true_rework_queue_next100_10lane_20260508T121022Z_lane03_latest.json
doi__10.3390_foods14010008,next100_10lane_20260508T121022Z,3,accepted_after_rework,accepted_after_rework,accepted,strict_gates_passed,accepted_after_rework_attempt1,accepted_after_rework,strict_gates_passed_after_single_rework,sample_audit_only,1,0,False,,,2026-05-08T16:28:03Z,/root/work/抗菌肽/数据库/batch/4-team/reports/true_rework_queue_next100_10lane_20260508T121022Z_lane03_latest.json
doi__10.3390_ijms13066849,next100_10lane_20260508T121022Z,3,accepted_after_rework,accepted_after_rework,accepted,strict_gates_passed,accepted_after_rework_attempt1,accepted_after_rework,strict_gates_passed_after_single_rework,sample_audit_only,1,0,False,,,2026-05-08T16:28:03Z,/root/work/抗菌肽/数据库/batch/4-team/reports/true_rework_queue_next100_10lane_20260508T121022Z_lane03_latest.json
doi__10.3390_ijms131115042,next100_10lane_20260508T121022Z,3,accepted_after_rework,accepted_after_rework,accepted,strict_gates_passed,accepted_after_rework_attempt1,accepted_after_rework,strict_gates_passed_after_single_rework,sample_audit_only,1,0,False,figure2_figure4_full_curve_point_matrix_not_text_resolved,,2026-05-08T16:28:03Z,/root/work/抗菌肽/数据库/batch/4-team/reports/true_rework_queue_next100_10lane_20260508T121022Z_lane03_latest.json
doi__10.3390_ijms15045680,next100_10lane_20260508T121022Z,3,accepted_after_rework,accepted_after_rework,accepted,strict_gates_passed,accepted_after_rework_attempt1,accepted_after_rework,strict_gates_passed_after_single_rework,sample_audit_only,1,0,False,,,2026-05-08T16:28:03Z,/root/work/抗菌肽/数据库/batch/4-team/reports/true_rework_queue_next100_10lane_20260508T121022Z_lane03_latest.json
doi__10.3390_ijms17040552,next100_10lane_20260508T121022Z,3,accepted_after_rework,accepted_after_rework,accepted,strict_gates_passed,accepted_after_rework_attempt1,accepted_after_rework,strict_gates_passed_after_single_rework,sample_audit_only,1,0,False,,,2026-05-08T16:28:03Z,/root/work/抗菌肽/数据库/batch/4-team/reports/true_rework_queue_next100_10lane_20260508T121022Z_lane03_latest.json
doi__10.3390_ijms17070983,next100_10lane_20260508T121022Z,3,accepted_after_rework,accepted_after_rework,accepted,strict_gates_passed,accepted_after_rework_attempt1,accepted_after_rework,strict_gates_passed_after_single_rework,sample_audit_only,1,0,False,,,2026-05-08T16:28:03Z,/root/work/抗菌肽/数据库/batch/4-team/reports/true_rework_queue_next100_10lane_20260508T121022Z_lane03_latest.json
doi__10.3390_ijms18020339,next100_10lane_20260508T121022Z,4,accepted_after_rework,accepted_after_rework,accepted,strict_gates_passed,accepted_after_rework_attempt1,accepted_after_rework,strict_gates_passed_after_single_rework,sample_audit_only,1,0,False,,,2026-05-08T17:50:31Z,/root/work/抗菌肽/数据库/batch/4-team/reports/true_rework_queue_next100_10lane_20260508T121022Z_lane04_latest.json
doi__10.3390_ijms18030544,next100_10lane_20260508T121022Z,4,accepted_after_rework,accepted_after_rework,accepted,strict_gates_passed,accepted_after_rework_attempt1_with_infra_retry,accepted_after_rework_with_infra_noise,strict_gates_passed_after_single_rework_with_infra_retry,sample_audit_plus_infra_log_check,1,1,False,,,2026-05-08T17:50:31Z,/root/work/抗菌肽/数据库/batch/4-team/reports/true_rework_queue_next100_10lane_20260508T121022Z_lane04_latest.json
doi__10.3390_ijms19010067,next100_10lane_20260508T121022Z,4,accepted_after_rework,accepted_after_rework,accepted,strict_gates_passed,accepted_after_rework_attempt1,accepted_after_rework,strict_gates_passed_after_single_rework,sample_audit_only,1,0,False,,,2026-05-08T17:50:31Z,/root/work/抗菌肽/数据库/batch/4-team/reports/true_rework_queue_next100_10lane_20260508T121022Z_lane04_latest.json
doi__10.3390_ijms19020487,next100_10lane_20260508T121022Z,4,accepted_after_rework,accepted_after_rework,accepted,strict_gates_passed,accepted_after_rework_attempt1_with_infra_retry,accepted_after_rework_with_infra_noise,strict_gates_passed_after_single_rework_with_infra_retry,sample_audit_plus_infra_log_check,1,1,False,,,2026-05-08T17:50:31Z,/root/work/抗菌肽/数据库/batch/4-team/reports/true_rework_queue_next100_10lane_20260508T121022Z_lane04_latest.json
doi__10.3390_ijms19061685,next100_10lane_20260508T121022Z,4,accepted_after_rework,accepted_after_rework,accepted,strict_gates_passed,accepted_after_rework_attempt1,accepted_after_rework,strict_gates_passed_after_single_rework,sample_audit_only,1,0,False,,,2026-05-08T17:50:31Z,/root/work/抗菌肽/数据库/batch/4-team/reports/true_rework_queue_next100_10lane_20260508T121022Z_lane04_latest.json
doi__10.3390_ijms19082170,next100_10lane_20260508T121022Z,4,accepted_after_rework,accepted_after_rework,accepted,strict_gates_passed,accepted_after_rework_attempt1,accepted_after_rework,strict_gates_passed_after_single_rework,sample_audit_only,1,0,False,,,2026-05-08T17:50:31Z,/root/work/抗菌肽/数据库/batch/4-team/reports/true_rework_queue_next100_10lane_20260508T121022Z_lane04_latest.json
doi__10.3390_ijms19102951,next100_10lane_20260508T121022Z,4,accepted_after_rework,accepted_after_rework,accepted,strict_gates_passed,accepted_after_rework_attempt1,accepted_after_rework,strict_gates_passed_after_single_rework,sample_audit_only,1,0,False,,,2026-05-08T17:50:31Z,/root/work/抗菌肽/数据库/batch/4-team/reports/true_rework_queue_next100_10lane_20260508T121022Z_lane04_latest.json
doi__10.3390_ijms19103041,next100_10lane_20260508T121022Z,4,accepted_after_rework,accepted_after_rework,accepted,strict_gates_passed,accepted_after_rework_attempt1,accepted_after_rework,strict_gates_passed_after_single_rework,sample_audit_only,1,0,False,,,2026-05-08T17:50:31Z,/root/work/抗菌肽/数据库/batch/4-team/reports/true_rework_queue_next100_10lane_20260508T121022Z_lane04_latest.json
doi__10.3390_ijms19123781,next100_10lane_20260508T121022Z,4,accepted_after_rework,accepted_after_rework,accepted,strict_gates_passed,accepted_after_rework_attempt1,accepted_after_rework,strict_gates_passed_after_single_rework,sample_audit_only,1,0,False,,,2026-05-08T17:50:31Z,/root/work/抗菌肽/数据库/batch/4-team/reports/true_rework_queue_next100_10lane_20260508T121022Z_lane04_latest.json
doi__10.3390_ijms20030623,next100_10lane_20260508T121022Z,4,accepted_after_rework,accepted_after_rework,accepted,strict_gates_passed,accepted_after_rework_multi_attempt,accepted_after_rework,strict_gates_passed_after_multi_rework,targeted_sample_audit,2,0,False,,,2026-05-08T17:50:31Z,/root/work/抗菌肽/数据库/batch/4-team/reports/true_rework_queue_next100_10lane_20260508T121022Z_lane04_latest.json
doi__10.3390_ijms20061417,next100_10lane_20260508T121022Z,5,accepted_after_rework,accepted_after_rework,accepted,strict_gates_passed,accepted_after_rework_attempt1,accepted_after_rework,strict_gates_passed_after_single_rework,sample_audit_only,1,0,False,,,2026-05-08T16:33:03Z,/root/work/抗菌肽/数据库/batch/4-team/reports/true_rework_queue_next100_10lane_20260508T121022Z_lane05_latest.json
doi__10.3390_ijms20143604,next100_10lane_20260508T121022Z,5,accepted_after_rework,accepted_after_rework,accepted,strict_gates_passed,accepted_after_rework_attempt1,accepted_after_rework,strict_gates_passed_after_single_rework,sample_audit_only,1,0,False,,,2026-05-08T16:33:03Z,/root/work/抗菌肽/数据库/batch/4-team/reports/true_rework_queue_next100_10lane_20260508T121022Z_lane05_latest.json
doi__10.3390_ijms20163954,next100_10lane_20260508T121022Z,5,accepted_after_rework,accepted_after_rework,accepted,strict_gates_passed,accepted_after_rework_attempt1,accepted_after_rework,strict_gates_passed_after_single_rework,sample_audit_only,1,0,False,,,2026-05-08T16:33:03Z,/root/work/抗菌肽/数据库/batch/4-team/reports/true_rework_queue_next100_10lane_20260508T121022Z_lane05_latest.json
doi__10.3390_ijms20174184,next100_10lane_20260508T121022Z,5,accepted_after_rework,accepted_after_rework,accepted,strict_gates_passed,accepted_after_rework_attempt1,accepted_after_rework,strict_gates_passed_after_single_rework,sample_audit_only,1,0,False,,,2026-05-08T16:33:03Z,/root/work/抗菌肽/数据库/batch/4-team/reports/true_rework_queue_next100_10lane_20260508T121022Z_lane05_latest.json
doi__10.3390_ijms20184558,next100_10lane_20260508T121022Z,5,accepted_after_rework,accepted_after_rework,accepted,strict_gates_passed,accepted_after_rework_attempt1,accepted_after_rework,strict_gates_passed_after_single_rework,sample_audit_only,1,0,False,,,2026-05-08T16:33:03Z,/root/work/抗菌肽/数据库/batch/4-team/reports/true_rework_queue_next100_10lane_20260508T121022Z_lane05_latest.json
doi__10.3390_ijms20215426,next100_10lane_20260508T121022Z,5,accepted_after_rework,accepted_after_rework,accepted,strict_gates_passed,accepted_after_rework_attempt1,accepted_after_rework,strict_gates_passed_after_single_rework,sample_audit_only,1,0,False,,,2026-05-08T16:33:03Z,/root/work/抗菌肽/数据库/batch/4-team/reports/true_rework_queue_next100_10lane_20260508T121022Z_lane05_latest.json
doi__10.3390_ijms20235904,next100_10lane_20260508T121022Z,5,accepted_after_rework,accepted_after_rework,accepted,strict_gates_passed,accepted_after_rework_attempt1,accepted_after_rework,strict_gates_passed_after_single_rework,sample_audit_only,1,0,False,,,2026-05-08T16:33:03Z,/root/work/抗菌肽/数据库/batch/4-team/reports/true_rework_queue_next100_10lane_20260508T121022Z_lane05_latest.json
doi__10.3390_ijms21030887,next100_10lane_20260508T121022Z,5,accepted_after_rework,accepted_after_rework,accepted,strict_gates_passed,accepted_after_rework_attempt1,accepted_after_rework,strict_gates_passed_after_single_rework,sample_audit_only,1,0,False,,,2026-05-08T16:33:03Z,/root/work/抗菌肽/数据库/batch/4-team/reports/true_rework_queue_next100_10lane_20260508T121022Z_lane05_latest.json
doi__10.3390_ijms21031140,next100_10lane_20260508T121022Z,5,accepted_after_rework,accepted_after_rework,accepted,strict_gates_passed,accepted_after_rework_attempt1,accepted_after_rework,strict_gates_passed_after_single_rework,sample_audit_only,1,0,False,,,2026-05-08T16:33:03Z,/root/work/抗菌肽/数据库/batch/4-team/reports/true_rework_queue_next100_10lane_20260508T121022Z_lane05_latest.json
doi__10.3390_ijms21041470,next100_10lane_20260508T121022Z,5,accepted_after_rework,accepted_after_rework,accepted,strict_gates_passed,accepted_after_rework_attempt1,accepted_after_rework,strict_gates_passed_after_single_rework,sample_audit_only,1,0,False,,,2026-05-08T16:33:03Z,/root/work/抗菌肽/数据库/batch/4-team/reports/true_rework_queue_next100_10lane_20260508T121022Z_lane05_latest.json
doi__10.3390_ijms21134578,next100_10lane_20260508T121022Z,6,accepted_after_rework,accepted_after_rework,accepted,strict_gates_passed,accepted_after_rework_attempt1,accepted_after_rework,strict_gates_passed_after_single_rework,sample_audit_only,1,0,False,figure_exact_numeric_values_not_machine_readable;no_supplementary_assets_declared_in_local_packet,,2026-05-08T17:40:24Z,/root/work/抗菌肽/数据库/batch/4-team/reports/true_rework_queue_next100_10lane_20260508T121022Z_lane06_latest.json
doi__10.3390_ijms21155460,next100_10lane_20260508T121022Z,6,accepted_after_rework,accepted_after_rework,accepted,strict_gates_passed,accepted_after_rework_attempt1_with_infra_retry,accepted_after_rework_with_infra_noise,strict_gates_passed_after_single_rework_with_infra_retry,sample_audit_plus_infra_log_check,1,1,False,figure_exact_numeric_values_not_machine_readable;no_additional_supplementary_activity_table,,2026-05-08T17:40:24Z,/root/work/抗菌肽/数据库/batch/4-team/reports/true_rework_queue_next100_10lane_20260508T121022Z_lane06_latest.json
doi__10.3390_ijms21165632,next100_10lane_20260508T121022Z,6,accepted_after_rework,accepted_after_rework,accepted,strict_gates_passed,accepted_after_rework_attempt1_with_infra_retry,accepted_after_rework_with_infra_noise,strict_gates_passed_after_single_rework_with_infra_retry,sample_audit_plus_infra_log_check,1,1,False,,,2026-05-08T17:40:24Z,/root/work/抗菌肽/数据库/batch/4-team/reports/true_rework_queue_next100_10lane_20260508T121022Z_lane06_latest.json
doi__10.3390_ijms21165829,next100_10lane_20260508T121022Z,6,accepted_after_rework,accepted_after_rework,accepted,strict_gates_passed,accepted_after_rework_attempt1,accepted_after_rework,strict_gates_passed_after_single_rework,sample_audit_only,1,0,False,,,2026-05-08T17:40:24Z,/root/work/抗菌肽/数据库/batch/4-team/reports/true_rework_queue_next100_10lane_20260508T121022Z_lane06_latest.json
doi__10.3390_ijms21186713,next100_10lane_20260508T121022Z,6,accepted_after_rework,accepted_after_rework,accepted,strict_gates_passed,accepted_after_rework_attempt1,accepted_after_rework,strict_gates_passed_after_single_rework,sample_audit_only,1,0,False,,,2026-05-08T17:40:24Z,/root/work/抗菌肽/数据库/batch/4-team/reports/true_rework_queue_next100_10lane_20260508T121022Z_lane06_latest.json
doi__10.3390_ijms21186810,next100_10lane_20260508T121022Z,6,accepted_after_rework,accepted_after_rework,accepted,strict_gates_passed,accepted_after_rework_attempt1,accepted_after_rework,strict_gates_passed_after_single_rework,sample_audit_only,1,0,False,figure_exact_numeric_source_tables_not_available;no_supplementary_assets_declared_in_local_packet,,2026-05-08T17:40:24Z,/root/work/抗菌肽/数据库/batch/4-team/reports/true_rework_queue_next100_10lane_20260508T121022Z_lane06_latest.json
doi__10.3390_ijms21186908,next100_10lane_20260508T121022Z,6,accepted_after_rework,accepted_after_rework,accepted,strict_gates_passed,accepted_after_rework_attempt1,accepted_after_rework,strict_gates_passed_after_single_rework,sample_audit_only,1,0,False,,,2026-05-08T17:40:24Z,/root/work/抗菌肽/数据库/batch/4-team/reports/true_rework_queue_next100_10lane_20260508T121022Z_lane06_latest.json
doi__10.3390_ijms21186952,next100_10lane_20260508T121022Z,6,accepted_after_rework,accepted_after_rework,accepted,strict_gates_passed,accepted_after_rework_attempt1,accepted_after_rework,strict_gates_passed_after_single_rework,sample_audit_only,1,0,False,,,2026-05-08T17:40:24Z,/root/work/抗菌肽/数据库/batch/4-team/reports/true_rework_queue_next100_10lane_20260508T121022Z_lane06_latest.json
doi__10.3390_ijms21197141,next100_10lane_20260508T121022Z,6,accepted_after_rework,accepted_after_rework,accepted,strict_gates_passed,accepted_after_rework_attempt1,accepted_after_rework,strict_gates_passed_after_single_rework,sample_audit_only,1,0,False,supplement_figure_exact_values_not_tabulated,,2026-05-08T17:40:24Z,/root/work/抗菌肽/数据库/batch/4-team/reports/true_rework_queue_next100_10lane_20260508T121022Z_lane06_latest.json
doi__10.3390_ijms21197208,next100_10lane_20260508T121022Z,6,accepted_after_rework,accepted_after_rework,accepted,strict_gates_passed,accepted_after_rework_multi_attempt,accepted_after_rework,strict_gates_passed_after_multi_rework,targeted_sample_audit,2,0,False,,,2026-05-08T17:40:24Z,/root/work/抗菌肽/数据库/batch/4-team/reports/true_rework_queue_next100_10lane_20260508T121022Z_lane06_latest.json
doi__10.3390_ijms21197367,next100_10lane_20260508T121022Z,7,accepted_after_rework,accepted_after_rework,accepted,strict_gates_passed,accepted_after_rework_attempt1,accepted_after_rework,strict_gates_passed_after_single_rework,sample_audit_only,1,0,False,figure_only_toxicity_exact_percentages_not_table_recoverable,,2026-05-08T17:59:27Z,/root/work/抗菌肽/数据库/batch/4-team/reports/true_rework_queue_next100_10lane_20260508T121022Z_lane07_latest.json
doi__10.3390_ijms21217912,next100_10lane_20260508T121022Z,7,accepted_after_rework,accepted_after_rework,accepted,strict_gates_passed,accepted_after_rework_attempt1,accepted_after_rework,strict_gates_passed_after_single_rework,sample_audit_only,1,0,False,database_extra_ed50_mfc_rows_not_source_table_recoverable;figure_exact_er_ee_values_not_machine_readable;no_supplementary_assets_declared_in_local_packet,,2026-05-08T17:59:27Z,/root/work/抗菌肽/数据库/batch/4-team/reports/true_rework_queue_next100_10lane_20260508T121022Z_lane07_latest.json
doi__10.3390_ijms21228624,next100_10lane_20260508T121022Z,7,accepted_after_rework,accepted_after_rework,accepted,strict_gates_passed,accepted_after_rework_attempt1_with_infra_retry,accepted_after_rework_with_infra_noise,strict_gates_passed_after_single_rework_with_infra_retry,sample_audit_plus_infra_log_check,1,1,False,,,2026-05-08T17:59:27Z,/root/work/抗菌肽/数据库/batch/4-team/reports/true_rework_queue_next100_10lane_20260508T121022Z_lane07_latest.json
doi__10.3390_ijms21228722,next100_10lane_20260508T121022Z,7,accepted_after_rework,accepted_after_rework,accepted,strict_gates_passed,accepted_after_rework_attempt1,accepted_after_rework,strict_gates_passed_after_single_rework,sample_audit_only,1,0,False,,,2026-05-08T17:59:27Z,/root/work/抗菌肽/数据库/batch/4-team/reports/true_rework_queue_next100_10lane_20260508T121022Z_lane07_latest.json
doi__10.3390_ijms21239104,next100_10lane_20260508T121022Z,7,accepted_after_rework,accepted_after_rework,accepted,strict_gates_passed,accepted_after_rework_attempt1,accepted_after_rework,strict_gates_passed_after_single_rework,sample_audit_only,1,0,False,,,2026-05-08T17:59:27Z,/root/work/抗菌肽/数据库/batch/4-team/reports/true_rework_queue_next100_10lane_20260508T121022Z_lane07_latest.json
doi__10.3390_ijms21239134,next100_10lane_20260508T121022Z,7,accepted_after_rework,accepted_after_rework,accepted,strict_gates_passed,accepted_after_rework_attempt1_with_infra_retry,accepted_after_rework_with_infra_noise,strict_gates_passed_after_single_rework_with_infra_retry,sample_audit_plus_infra_log_check,1,1,False,,,2026-05-08T17:59:27Z,/root/work/抗菌肽/数据库/batch/4-team/reports/true_rework_queue_next100_10lane_20260508T121022Z_lane07_latest.json
doi__10.3390_ijms21249637,next100_10lane_20260508T121022Z,7,accepted_after_rework,accepted_after_rework,accepted,strict_gates_passed,accepted_after_rework_attempt1_with_infra_retry,accepted_after_rework_with_infra_noise,strict_gates_passed_after_single_rework_with_infra_retry,sample_audit_plus_infra_log_check,1,1,False,,,2026-05-08T17:59:27Z,/root/work/抗菌肽/数据库/batch/4-team/reports/true_rework_queue_next100_10lane_20260508T121022Z_lane07_latest.json
doi__10.3390_ijms22052377,next100_10lane_20260508T121022Z,7,accepted_after_rework,accepted_after_rework,accepted,strict_gates_passed,accepted_after_rework_attempt1,accepted_after_rework,strict_gates_passed_after_single_rework,sample_audit_only,1,0,False,,,2026-05-08T17:59:27Z,/root/work/抗菌肽/数据库/batch/4-team/reports/true_rework_queue_next100_10lane_20260508T121022Z_lane07_latest.json
doi__10.3390_ijms22052643,next100_10lane_20260508T121022Z,7,accepted_after_rework,accepted_after_rework,accepted,strict_gates_passed,accepted_after_rework_attempt1,accepted_after_rework,strict_gates_passed_after_single_rework,sample_audit_only,1,0,False,,,2026-05-08T17:59:27Z,/root/work/抗菌肽/数据库/batch/4-team/reports/true_rework_queue_next100_10lane_20260508T121022Z_lane07_latest.json
doi__10.3390_ijms22073666,next100_10lane_20260508T121022Z,7,accepted_after_rework,accepted_after_rework,accepted,strict_gates_passed,accepted_after_rework_attempt1,accepted_after_rework,strict_gates_passed_after_single_rework,sample_audit_only,1,0,False,exact_hacat_percent_killing_not_tabulated_in_primary_text,,2026-05-08T17:59:27Z,/root/work/抗菌肽/数据库/batch/4-team/reports/true_rework_queue_next100_10lane_20260508T121022Z_lane07_latest.json
doi__10.3390_ijms22083926,next100_10lane_20260508T121022Z,8,accepted_after_rework,accepted_after_rework,accepted,strict_gates_passed,accepted_after_rework_attempt1,accepted_after_rework,strict_gates_passed_after_single_rework,sample_audit_only,1,0,False,,,2026-05-08T16:44:56Z,/root/work/抗菌肽/数据库/batch/4-team/reports/true_rework_queue_next100_10lane_20260508T121022Z_lane08_latest.json
