paper_id,record_index,database,source_table,source_id,sequence_key,database_subject,database_measure,source_value_support_status,source_value_locator,conflict_context,blocker_class,target_queue,recommended_next_action,review_status,public_v1_included,final_database_artifact
doi__10.1038_s41598-017-16784-6,42,DBAASP,linked_experiment_records.jsonl,DBAASPR_3442,DBAASP:DBAASPR_3442,Staphylococcus aureus 547582,MIC,,,"The current paper text routes these checkerboard MIC/FICI values to Tables S1/S2, but the local packet lacks the MOESM1 PDF that should contain those supplement tables.",synergy_partner_or_fici_mapping_ambiguous,database_row_mapping_rework,map database synergy row to source partner/table row or keep unresolved with partner ambiguity,blocked_missing_primary_material,False,papers/doi__10.1038_s41598-017-16784-6/final/database_record_verification.json
doi__10.1038_s41598-017-16784-6,43,DBAASP,linked_experiment_records.jsonl,DBAASPR_3442,DBAASP:DBAASPR_3442,Staphylococcus aureus 547582,MIC,,,"The current paper text routes these checkerboard MIC/FICI values to Tables S1/S2, but the local packet lacks the MOESM1 PDF that should contain those supplement tables.",synergy_partner_or_fici_mapping_ambiguous,database_row_mapping_rework,map database synergy row to source partner/table row or keep unresolved with partner ambiguity,blocked_missing_primary_material,False,papers/doi__10.1038_s41598-017-16784-6/final/database_record_verification.json
doi__10.1038_s41598-017-16784-6,44,DBAASP,linked_experiment_records.jsonl,DBAASPR_3442,DBAASP:DBAASPR_3442,Staphylococcus aureus 547582,MIC,,,"The current paper text routes these checkerboard MIC/FICI values to Tables S1/S2, but the local packet lacks the MOESM1 PDF that should contain those supplement tables.",synergy_partner_or_fici_mapping_ambiguous,database_row_mapping_rework,map database synergy row to source partner/table row or keep unresolved with partner ambiguity,blocked_missing_primary_material,False,papers/doi__10.1038_s41598-017-16784-6/final/database_record_verification.json
doi__10.1038_s41598-017-16784-6,45,DBAASP,linked_experiment_records.jsonl,DBAASPR_3442,DBAASP:DBAASPR_3442,Staphylococcus aureus 547582,MIC,,,"The current paper text routes these checkerboard MIC/FICI values to Tables S1/S2, but the local packet lacks the MOESM1 PDF that should contain those supplement tables.",synergy_partner_or_fici_mapping_ambiguous,database_row_mapping_rework,map database synergy row to source partner/table row or keep unresolved with partner ambiguity,blocked_missing_primary_material,False,papers/doi__10.1038_s41598-017-16784-6/final/database_record_verification.json
doi__10.1038_s41598-017-16784-6,46,DBAASP,linked_experiment_records.jsonl,DBAASPR_3442,DBAASP:DBAASPR_3442,Staphylococcus aureus 547582,MIC,,,"The current paper text routes these checkerboard MIC/FICI values to Tables S1/S2, but the local packet lacks the MOESM1 PDF that should contain those supplement tables.",synergy_partner_or_fici_mapping_ambiguous,database_row_mapping_rework,map database synergy row to source partner/table row or keep unresolved with partner ambiguity,blocked_missing_primary_material,False,papers/doi__10.1038_s41598-017-16784-6/final/database_record_verification.json
doi__10.1038_s41598-017-16784-6,47,DBAASP,linked_experiment_records.jsonl,DBAASPR_3442,DBAASP:DBAASPR_3442,Staphylococcus aureus 547582,MIC,,,"The current paper text routes these checkerboard MIC/FICI values to Tables S1/S2, but the local packet lacks the MOESM1 PDF that should contain those supplement tables.",synergy_partner_or_fici_mapping_ambiguous,database_row_mapping_rework,map database synergy row to source partner/table row or keep unresolved with partner ambiguity,blocked_missing_primary_material,False,papers/doi__10.1038_s41598-017-16784-6/final/database_record_verification.json
doi__10.1038_s41598-017-16784-6,48,DBAASP,linked_experiment_records.jsonl,DBAASPR_3442,DBAASP:DBAASPR_3442,Pseudomonas aeruginosa 3320,MIC,,,"The current paper text routes these checkerboard MIC/FICI values to Tables S1/S2, but the local packet lacks the MOESM1 PDF that should contain those supplement tables.",synergy_partner_or_fici_mapping_ambiguous,database_row_mapping_rework,map database synergy row to source partner/table row or keep unresolved with partner ambiguity,blocked_missing_primary_material,False,papers/doi__10.1038_s41598-017-16784-6/final/database_record_verification.json
doi__10.1038_s41598-017-16784-6,49,DBAASP,linked_experiment_records.jsonl,DBAASPR_3442,DBAASP:DBAASPR_3442,Pseudomonas aeruginosa 3320,MIC,,,"The current paper text routes these checkerboard MIC/FICI values to Tables S1/S2, but the local packet lacks the MOESM1 PDF that should contain those supplement tables.",synergy_partner_or_fici_mapping_ambiguous,database_row_mapping_rework,map database synergy row to source partner/table row or keep unresolved with partner ambiguity,blocked_missing_primary_material,False,papers/doi__10.1038_s41598-017-16784-6/final/database_record_verification.json
doi__10.1038_s41598-017-16784-6,50,DBAASP,linked_experiment_records.jsonl,DBAASPR_3442,DBAASP:DBAASPR_3442,Pseudomonas aeruginosa 3320,MIC,,,"The current paper text routes these checkerboard MIC/FICI values to Tables S1/S2, but the local packet lacks the MOESM1 PDF that should contain those supplement tables.",synergy_partner_or_fici_mapping_ambiguous,database_row_mapping_rework,map database synergy row to source partner/table row or keep unresolved with partner ambiguity,blocked_missing_primary_material,False,papers/doi__10.1038_s41598-017-16784-6/final/database_record_verification.json
doi__10.1038_s41598-017-16784-6,51,DBAASP,linked_experiment_records.jsonl,DBAASPR_3442,DBAASP:DBAASPR_3442,Pseudomonas aeruginosa 3320,MIC,,,"The current paper text routes these checkerboard MIC/FICI values to Tables S1/S2, but the local packet lacks the MOESM1 PDF that should contain those supplement tables.",synergy_partner_or_fici_mapping_ambiguous,database_row_mapping_rework,map database synergy row to source partner/table row or keep unresolved with partner ambiguity,blocked_missing_primary_material,False,papers/doi__10.1038_s41598-017-16784-6/final/database_record_verification.json
doi__10.1038_s41598-017-16784-6,52,DBAASP,linked_experiment_records.jsonl,DBAASPR_3442,DBAASP:DBAASPR_3442,Pseudomonas aeruginosa 3320,MIC,,,"The current paper text routes these checkerboard MIC/FICI values to Tables S1/S2, but the local packet lacks the MOESM1 PDF that should contain those supplement tables.",synergy_partner_or_fici_mapping_ambiguous,database_row_mapping_rework,map database synergy row to source partner/table row or keep unresolved with partner ambiguity,blocked_missing_primary_material,False,papers/doi__10.1038_s41598-017-16784-6/final/database_record_verification.json
doi__10.1038_s41598-017-16784-6,53,DBAASP,linked_experiment_records.jsonl,DBAASPR_3442,DBAASP:DBAASPR_3442,Pseudomonas aeruginosa 3320,MIC,,,"The current paper text routes these checkerboard MIC/FICI values to Tables S1/S2, but the local packet lacks the MOESM1 PDF that should contain those supplement tables.",synergy_partner_or_fici_mapping_ambiguous,database_row_mapping_rework,map database synergy row to source partner/table row or keep unresolved with partner ambiguity,blocked_missing_primary_material,False,papers/doi__10.1038_s41598-017-16784-6/final/database_record_verification.json
doi__10.21203_rs.3.rs-578319_v1,18,DBAASP,linked_literature_records.jsonl,DBAASP:DBAASPS_17498,DBAASP:DBAASPS_17498,Uperin-3.5 [I13C],,,,"DBAASP links this source_id to the paper, but local primary material only gives qualitative uperin/I13C/S11C activity text and the true Supplementary Table 5 PDF is not locally recoverable.",material_gap_unspecified,source_staging,inspect packet material inventory and classify exact missing source,blocked_missing_primary_material,False,papers/doi__10.21203_rs.3.rs-578319_v1/final/database_record_verification.json
doi__10.21203_rs.3.rs-578319_v1,19,DBAASP,linked_literature_records.jsonl,DBAASP:DBAASPS_17499,DBAASP:DBAASPS_17499,Di - Uperin-3.5 [I13C],,,,"DBAASP links this source_id to the paper, but local primary material only gives qualitative uperin/I13C/S11C activity text and the true Supplementary Table 5 PDF is not locally recoverable.",material_gap_unspecified,source_staging,inspect packet material inventory and classify exact missing source,blocked_missing_primary_material,False,papers/doi__10.21203_rs.3.rs-578319_v1/final/database_record_verification.json
