score	source_kind	locator	categories	category_counts	char_count	sha256
1	figure_caption	xml:fig:7	toxicity_selectivity	toxicity_selectivity:1	710	3c27733e7c3728f10cd583817623db1509f2c64c71a46a7152877962077fe624
1	figure_caption	xml:fig:6	phenotype_activity	phenotype_activity:1	294	0418361137898a15f4a6951774e80e51069ba0b0f94d656210f72d481f4816a3
1	figure_caption	xml:fig:4	direct_membrane_structure	direct_membrane_structure:1	168	0c5af3a608bf26218b217cf87634b132855344476537d19179e0d231f44f1368
1	figure_caption	xml:fig:2	direct_binding_biophysical	direct_binding_biophysical:1	108	ecf3fe80c353414bc31253c74236c9edd2cc3a5f4178755c105523fff4e4796c
1	figure_caption	xml:caption:7	toxicity_selectivity	toxicity_selectivity:1	709	210a66d308542716b94a2c1a775b1fd5b9adf8c77ad350c665b75630b5b2e754
1	figure_caption	xml:caption:6	phenotype_activity	phenotype_activity:1	293	b7c3353af17fb7c5878a8a14a513e570145e3d3dc7e3fbafe1f65a485ee0a7b4
1	figure_caption	xml:caption:4	direct_membrane_structure	direct_membrane_structure:1	167	86bfbea5d9d4fbe8bc80470d7d1e5fbe1b8a96d19801edc161fb334983ded2a5
1	figure_caption	xml:caption:2	direct_binding_biophysical	direct_binding_biophysical:1	107	64a4501b8ef6892f6d3e773e131ed83c43c51348128594f338d28094d668ba84
1	figure_caption	xml:caption:10	direct_membrane_structure	direct_membrane_structure:1	184	be1648ef3673787ce47b53d5dc2c6a64183ca43cd6f20cba6610fc67b57150f0
1	database_candidate_machine	database:DBAASP-machine:row=7	phenotype_activity	phenotype_activity:1	47	9c47a1a38db54caa4b4382b5e653d0498eb6353cc7314b53998df237069581fc
1	database_candidate_machine	database:DBAASP-machine:row=6	phenotype_activity	phenotype_activity:1	47	248e777e6644b365cd5714cd1facd7cd1946364dab3efdb862590eae892df246
1	database_candidate_machine	database:DBAASP-machine:row=5	phenotype_activity	phenotype_activity:1	46	238204af2e10d8f0395d5892b0011c8a28b91f1bcdc723ee7dd822ef62fbc251
1	database_candidate_machine	database:DBAASP-machine:row=4	phenotype_activity	phenotype_activity:1	46	36cab94985505a2cd5449326ad81bfe60157292e82922b508e4cdde1e721f924
1	database_candidate_machine	database:DBAASP-machine:row=3	phenotype_activity	phenotype_activity:1	46	28a950bb95392aa7c3f894aafefa243704e5fff9334724a7fec81986a311f1e3
1	database_candidate_machine	database:DBAASP-machine:row=2	phenotype_activity	phenotype_activity:1	46	ece3553cebbcb04354525ef0067046a9b865ba367f5c67c9779f01999ca415c4
1	database_candidate_machine	database:DBAASP-machine:row=1	phenotype_activity	phenotype_activity:1	45	6e6f33d999a9e7ebb3ae1a46fec1fa13a7f38034c3444f8bc10ef0fbfe3514c0
1	database_candidate_machine	database:DBAASP-machine:row=0	phenotype_activity	phenotype_activity:1	45	fc8013cbdcf627574424705c518a03bc270ebf96c09d7e1d22096367aba90330
