paper_id,category,recommended_action,source_path,title,year,journal,doi,pmid,pmcid,primary_xml_count,primary_pdf_count,any_xml_count,any_pdf_count,package_file_count,supplementary_file_count,availability_level,availability_reasons
doi__10.1016_j.peptides.2016.03.006,weak_source,recover_or_stage_primary_xml_then_build_material_packet,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1016_j.peptides.2016.03.006,Antimicrobial properties of two novel peptides derived from Theobroma cacao osmotin.,2016,Peptides,10.1016/j.peptides.2016.03.006,26996966,,0,1,0,1,0,0,landing_page,o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g
doi__10.1016_j.peptides.2018.01.007,weak_source,recover_or_stage_primary_xml_then_build_material_packet,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1016_j.peptides.2018.01.007,The cationic tetradecapeptide mastoparan as a privileged structure for drug discovery: Enhanced antimicrobial properties of mitoparan analogues modified at position-14.,2018,Peptides,10.1016/j.peptides.2018.01.007,29337270,,0,1,0,1,0,0,landing_page,o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g
doi__10.1016_j.peptides.2018.12.007,weak_source,recover_or_stage_primary_xml_then_build_material_packet,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1016_j.peptides.2018.12.007,"Host-defense peptides AC12, DK16 and RC11 with immunomodulatory activity isolated from Hypsiboas raniceps skin secretion.",2019,Peptides,10.1016/j.peptides.2018.12.007,30610885,,0,1,0,1,0,0,landing_page,o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g
doi__10.1016_j.tet.2009.03.045,weak_source,recover_or_stage_primary_xml_then_build_material_packet,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1016_j.tet.2009.03.045,"Structure and X-ray conformation of pseudodesmins A and B, two new cyclic lipodepsipeptides from Pseudomonas bacteria",2009,Tetrahedron,10.1016/j.tet.2009.03.045,,,0,1,0,1,0,5,fulltext_or_xml,o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g;;;f;u;l;l;t;e;x;t;_;s;i;g;n;a;l;;;c;r;o;s;s;r;e;f;_;i;d;e;n;t;i;f;i;e;r
doi__10.1016_j.toxicon.2007.04.027,weak_source,recover_or_stage_primary_xml_then_build_material_packet,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1016_j.toxicon.2007.04.027,Antimicrobial peptide from the skin secretion of the frog Leptodactylus syphax.,2007,Toxicon,10.1016/j.toxicon.2007.04.027,17628627,,0,1,0,1,0,0,landing_page,o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g
doi__10.1016_j.toxicon.2010.09.010,weak_source,recover_or_stage_primary_xml_then_build_material_packet,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1016_j.toxicon.2010.09.010,"Peptidomic dissection of the skin secretion of Phasmahyla jandaia (Bokermann and Sazima, 1978) (Anura, Hylidae, Phyllomedusinae).",2010,Toxicon,10.1016/j.toxicon.2010.09.010,20932854,,0,1,0,1,0,0,landing_page,o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g
doi__10.1016_j.tube.2018.10.008,weak_source,recover_or_stage_primary_pdf_then_build_material_packet,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1016_j.tube.2018.10.008,A novel derivative of the fungal antimicrobial peptide plectasin is active against Mycobacterium tuberculosis.,2018,Tuberculosis (Edinb),10.1016/j.tube.2018.10.008,30514507,PMC6289163,2,0,2,0,1,0,fulltext_or_xml,l;o;c;a;l;_;x;m;l;;;l;o;c;a;l;_;p;a;c;k;a;g;e;;;o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g;;;f;u;l;l;t;e;x;t;_;s;i;g;n;a;l
doi__10.1016_j.virusres.2014.03.010,weak_source,recover_or_stage_primary_pdf_then_build_material_packet,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1016_j.virusres.2014.03.010,[A cyclotide against influenza A H1N1 virus from Viola yedoensis],2014,Yao Xue Xue Bao.,10.1016/j.virusres.2014.03.010,24662240,PMC7114376,1,0,1,0,0,0,fulltext_or_xml,o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g;;;f;u;l;l;t;e;x;t;_;s;i;g;n;a;l
doi__10.1016_s0041-0101(98)00226-8,weak_source,recover_or_stage_primary_xml_then_build_material_packet,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1016_s0041-0101(98)00226-8,Nucleotide sequence of crotamine isoform precursors from a single South American rattlesnake (Crotalus durissus terrificus).,1999,Toxicon,10.1016/s0041-0101(98)00226-8,10484745,,0,1,0,1,0,0,landing_page,o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g
doi__10.1017_s0031182017001846,weak_source,recover_or_stage_primary_xml_then_build_material_packet,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1017_s0031182017001846,"Antichagasic effect of crotalicidin, a cathelicidin-like vipericidin, found in Crotalus durissus terrificus rattlesnake's venom gland.",2017,Parasitology,10.1017/s0031182017001846,29208061,,0,2,0,2,0,9,landing_page,o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g
doi__10.1021_acs.biomac.3c00218,weak_source,recover_or_stage_primary_pdf_then_build_material_packet,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1021_acs.biomac.3c00218,Lung SPLUNC1 Peptide Derivatives in the Lipid Membrane Headgroup Kill Gram-Negative Planktonic and Biofilm Bacteria,2023,Biomacromolecules.,10.1021/acs.biomac.3c00218,37223955,PMC10265666,1,0,2,0,1,0,direct_pdf,l;o;c;a;l;_;x;m;l;;;l;o;c;a;l;_;p;a;c;k;a;g;e;;;l;o;c;a;l;_;s;u;p;p;l;e;m;e;n;t;a;r;y;;;o;p;e;n;a;l;e;x;_;p;d;f;;;o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g;;;f;u;l;l;t;e;x;t;_;s;i;g;n;a;l
doi__10.1021_acs.jmedchem.0c00665,weak_source,recover_or_stage_primary_xml_then_build_material_packet,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1021_acs.jmedchem.0c00665,Peptide Inhibitors of Bacterial Protein Synthesis with Broad Spectrum and SbmA-Independent Bactericidal Activity against Clinical Pathogens.,2020,J Med Chem.,10.1021/acs.jmedchem.0c00665,32787108,,0,1,0,1,0,0,direct_pdf,f;u;l;l;t;e;x;t;_;s;i;g;n;a;l;;;n;c;b;i;_;d;o;i;;;o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g;;;o;p;e;n;a;l;e;x;_;p;d;f
doi__10.1021_acs.jmedchem.7b01831,weak_source,recover_or_stage_primary_xml_then_build_material_packet,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1021_acs.jmedchem.7b01831,Antibacterial Activity Affected by the Conformational Flexibility in Glycine-Lysine Based α-Helical Antimicrobial Peptides.,2018,J Med Chem,10.1021/acs.jmedchem.7b01831,29553266,,0,1,0,1,0,0,fulltext_or_xml,o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g;;;f;u;l;l;t;e;x;t;_;s;i;g;n;a;l;;;n;c;b;i;_;d;o;i
doi__10.1021_acs.jnatprod.4c00170,weak_source,recover_or_stage_primary_pdf_then_build_material_packet,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1021_acs.jnatprod.4c00170,"Discovery, Biosynthesis, and Characterization of Rodencin, a Two-Component Lanthipeptide, Harboring d-Amino Acids Introduced by the Unusual Dehydrogenase RodJA",2024,J Nat Prod.,10.1021/acs.jnatprod.4c00170,39302883,PMC11519912,1,0,2,0,1,0,fulltext_or_xml,l;o;c;a;l;_;x;m;l;;;l;o;c;a;l;_;p;a;c;k;a;g;e;;;l;o;c;a;l;_;s;u;p;p;l;e;m;e;n;t;a;r;y;;;o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g;;;f;u;l;l;t;e;x;t;_;s;i;g;n;a;l
doi__10.1021_acs.jnatprod.5c01216,weak_source,recover_or_stage_primary_pdf_then_build_material_packet,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1021_acs.jnatprod.5c01216,"Discovery, Isolation, and Bactericidal Activity of a Cyclotide from Spigelia anthelmia L. (Loganiaceae).",2026,J Nat Prod.,10.1021/acs.jnatprod.5c01216,41524414,PMC12836362,1,0,2,0,1,0,fulltext_or_xml,l;o;c;a;l;_;x;m;l;;;l;o;c;a;l;_;p;a;c;k;a;g;e;;;l;o;c;a;l;_;s;u;p;p;l;e;m;e;n;t;a;r;y;;;o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g;;;f;u;l;l;t;e;x;t;_;s;i;g;n;a;l
doi__10.1021_acs.jnatprod.7b00780,weak_source,recover_or_stage_primary_xml_then_build_material_packet,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1021_acs.jnatprod.7b00780,"Paralithocins, Antimicrobial Peptides with Unusual Disulfide Connectivity from the Red King Crab, Paralithodes camtschaticus",2018,J Nat Prod.,10.1021/acs.jnatprod.7b00780,29338238,,0,1,0,1,0,0,landing_page,o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g
doi__10.1021_acs.joc.5b01878,weak_source,recover_or_stage_primary_xml_then_build_material_packet,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1021_acs.joc.5b01878,"Chaxapeptin, a Lasso Peptide from Extremotolerant Streptomyces leeuwenhoekii Strain C58 from the Hyperarid Atacama Desert",2015,J Org Chem,10.1021/acs.joc.5b01878,26402731,,0,5,0,5,0,0,landing_page,o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g
doi__10.1021_acs.langmuir.6b03477,weak_source,recover_or_stage_primary_xml_then_build_material_packet,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1021_acs.langmuir.6b03477,Cyclization Improves Membrane Permeation by Antimicrobial Peptoids.,2016,Langmuir,10.1021/acs.langmuir.6b03477,27793068,PMC9647730,0,3,0,3,0,0,direct_pdf,l;o;c;a;l;_;p;d;f;;;o;p;e;n;a;l;e;x;_;p;d;f;;;o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g;;;f;u;l;l;t;e;x;t;_;s;i;g;n;a;l
doi__10.1021_acs.molpharmaceut.5b00113,weak_source,recover_or_stage_primary_xml_then_build_material_packet,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1021_acs.molpharmaceut.5b00113,A 17-mer Membrane-Active MSI-78 Derivative with Improved Selectivity toward Bacterial Cells.,2015,Mol Pharm,10.1021/acs.molpharmaceut.5b00113,26066462,,0,1,0,1,0,1,landing_page,o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g
doi__10.1021_acschembio.9b00593,weak_source,recover_or_stage_primary_xml_then_build_material_packet,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1021_acschembio.9b00593,Cell Membrane Composition Drives Selectivity and Toxicity of Designed Cyclic Helix-Loop-Helix Peptides with Cell Penetrating and Tumor Suppressor Properties.,2019,ACS Chem Biol,10.1021/acschembio.9b00593,31390185,,0,1,0,1,0,0,direct_pdf,o;p;e;n;a;l;e;x;_;p;d;f;;;o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g
doi__10.1021_acsomega.4c09593,weak_source,recover_or_stage_primary_pdf_then_build_material_packet,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1021_acsomega.4c09593,"Improving the Activity and Selectivity of a Scorpion-Derived Peptide, A3a, against Acinetobacter baumannii through Rational Design.",2025,ACS Omega.,10.1021/acsomega.4c09593,39959037,PMC11822712,1,0,2,0,1,0,fulltext_or_xml,l;o;c;a;l;_;x;m;l;;;l;o;c;a;l;_;p;a;c;k;a;g;e;;;l;o;c;a;l;_;s;u;p;p;l;e;m;e;n;t;a;r;y;;;o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g;;;f;u;l;l;t;e;x;t;_;s;i;g;n;a;l
doi__10.1021_acsomega.6b00354,weak_source,recover_or_stage_primary_pdf_then_build_material_packet,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1021_acsomega.6b00354,Lysine Scanning of Arg10-Teixobactin: Deciphering the Role of Hydrophobic and Hydrophilic Residues.,2016,ACS Omega.,10.1021/acsomega.6b00354,30023506,PMC6044708,1,0,2,0,1,0,fulltext_or_xml,l;o;c;a;l;_;x;m;l;;;l;o;c;a;l;_;p;a;c;k;a;g;e;;;l;o;c;a;l;_;s;u;p;p;l;e;m;e;n;t;a;r;y;;;o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g;;;f;u;l;l;t;e;x;t;_;s;i;g;n;a;l
doi__10.1021_bi035400o,weak_source,recover_or_stage_primary_xml_then_build_material_packet,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1021_bi035400o,Solution structure of Alo-3: a new knottin-type antifungal peptide from the insect Acrocinus longimanus,2003,Biochemistry,10.1021/bi035400o,14661954,,0,1,0,1,0,4,landing_page,o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g
doi__10.1021_bi047608v,weak_source,recover_or_stage_primary_xml_then_build_material_packet,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1021_bi047608v,Characterization and structural analyses of nonspecific lipid transfer protein 1 from mung bean.,2005,Biochemistry,10.1021/bi047608v,15823028,,0,1,0,1,0,0,landing_page,o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g
doi__10.1021_jacs.2c12971,weak_source,recover_or_stage_primary_xml_then_build_material_packet,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1021_jacs.2c12971,Discovery of Biologically Optimized Polymyxin Derivatives Facilitated by Peptide Scanning and In Situ Screening Chemistry.,2023,J Am Chem Soc,10.1021/jacs.2c12971,36708325,,0,1,0,1,0,0,direct_pdf,o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g;;;o;p;e;n;a;l;e;x;_;p;d;f
doi__10.1021_jacs.8b11939,weak_source,recover_or_stage_primary_xml_then_build_material_packet,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1021_jacs.8b11939,Simulation-Guided Rational De Novo Design of a Small Pore-Forming Antimicrobial Peptide,2019,J Am Chem Soc.,10.1021/jacs.8b11939,30839209,,0,1,0,1,0,0,direct_pdf,o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g;;;o;p;e;n;a;l;e;x;_;p;d;f
doi__10.1021_jm501367p,weak_source,recover_or_stage_primary_xml_then_build_material_packet,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1021_jm501367p,Effect of size and N-terminal residue characteristics on bacterial cell penetration and antibacterial activity of the proline-rich peptide Bac7.,2014,J Med Chem,10.1021/jm501367p,25525837,,0,1,0,1,0,0,landing_page,o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g
doi__10.1021_mp3007117,weak_source,recover_or_stage_primary_xml_then_build_material_packet,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1021_mp3007117,Polyarginine molecular weight determines transfection efficiency of calcium condensed complexes.,2013,Mol Pharm,10.1021/mp3007117,23534410,,0,1,0,1,0,0,direct_pdf,o;p;e;n;a;l;e;x;_;p;d;f;;;o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g
doi__10.1021_np100613p,weak_source,recover_or_stage_primary_xml_then_build_material_packet,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1021_np100613p,"Mirabamides E-H, HIV-inhibitory depsipeptides from the sponge Stelletta clavosa.",2011,J Nat Prod,10.1021/np100613p,21280591,PMC3072293,0,1,0,1,0,10,fulltext_or_xml,o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g;;;f;u;l;l;t;e;x;t;_;s;i;g;n;a;l
doi__10.1021_np4009317,weak_source,recover_or_stage_primary_xml_then_build_material_packet,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1021_np4009317,Antimicrobial Peptides from Skin Secretions of Hypsiboas pulchellus (Anura: Hylidae).,2014,J Nat Prod.,10.1021/np4009317,24717080,,0,1,0,1,0,0,landing_page,o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g
doi__10.1021_np500907t,weak_source,recover_or_stage_primary_xml_then_build_material_packet,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1021_np500907t,Characterization and Biological Activities of Ocellatin Peptides from the Skin Secretion of the Frog Leptodactylus pustulatus.,2015,J Nat Prod,10.1021/np500907t,26107622,,0,1,0,1,0,0,landing_page,o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g
doi__10.1021_np501061t,weak_source,recover_or_stage_primary_pdf_then_build_material_packet,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1021_np501061t,Inhibition of Human Prolyl Oligopeptidase Activity by the Cyclotide Psysol 2 Isolated from Psychotria solitudinum,2015,J Nat Prod.,10.1021/np501061t,25894999,PMC4444998,1,0,2,0,1,0,fulltext_or_xml,l;o;c;a;l;_;x;m;l;;;l;o;c;a;l;_;p;a;c;k;a;g;e;;;l;o;c;a;l;_;s;u;p;p;l;e;m;e;n;t;a;r;y;;;o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g;;;f;u;l;l;t;e;x;t;_;s;i;g;n;a;l
doi__10.1023_a_1010664704926,weak_source,recover_or_stage_primary_xml_then_build_material_packet,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1023_a_1010664704926,Two large Arabidopsis thaliana gene families are homologous to the Brassica gene superfamily that encodes pollen coat proteins and the male component of the self-incompatibility response.,2001,Plant Mol Biol,10.1023/a:1010664704926,11437247,,0,1,0,1,0,5,landing_page,o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g
doi__10.1038_35086601,weak_source,recover_or_stage_primary_pdf_then_build_material_packet,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1038_35086601,"Antibacterial agents based on the cyclic D,L-alpha-peptide architecture",2001,Nature,10.1038/35086601,11473322,,1,0,1,0,0,10,landing_page,n;c;b;i;_;d;o;i;;;o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g
doi__10.1038_37052,weak_source,recover_or_stage_primary_xml_then_build_material_packet,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1038_37052,"The complete genome sequence of the hyperthermophilic, sulphate-reducing archaeon Archaeoglobus fulgidus.",1997,Nature,10.1038/37052,9389475,,0,2,0,2,0,10,direct_pdf,o;p;e;n;a;l;e;x;_;p;d;f;;;o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g
doi__10.1038_414865a,weak_source,recover_or_stage_primary_xml_then_build_material_packet,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1038_414865a,The DNA sequence and comparative analysis of human chromosome 20.,2001,Nature,10.1038/414865a,11780052,,0,2,0,2,0,10,direct_pdf,o;p;e;n;a;l;e;x;_;p;d;f;;;o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g
doi__10.1038_45471,weak_source,recover_or_stage_primary_xml_then_build_material_packet,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1038_45471,Sequence and analysis of chromosome 2 of the plant Arabidopsis thaliana.,1999,Nature,10.1038/45471,10617197,,0,1,0,1,0,10,landing_page,o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g
doi__10.1038_aja.2010.93,weak_source,recover_or_stage_primary_xml_then_build_material_packet,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1038_aja.2010.93,Rat recombinant beta-defensin 22 is a heparin-binding protein with antimicrobial activity.,2010,Asian J Androl.,10.1038/aja.2010.93,21151152,PMC3739218,0,1,0,1,0,1,direct_pdf,o;p;e;n;a;l;e;x;_;p;d;f;;;o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g;;;f;u;l;l;t;e;x;t;_;s;i;g;n;a;l
doi__10.1038_emboj.2009.146,weak_source,recover_or_stage_primary_xml_then_build_material_packet,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1038_emboj.2009.146,How the MccB bacterial ancestor of ubiquitin E1 initiates biosynthesis of the microcin C7 antibiotic.,2009,EMBO J,10.1038/emboj.2009.146,19494832,,0,2,0,2,0,10,landing_page,o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g
doi__10.1038_ja.2012.19,weak_source,recover_or_stage_primary_xml_then_build_material_packet,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1038_ja.2012.19,"Isolation and characterization of a new iturinic lipopeptide, mojavensin A produced by a marine-derived bacterium Bacillus mojavensis B0621A.",2012,J Antibiot (Tokyo),10.1038/ja.2012.19,22491138,,0,1,0,1,0,10,direct_pdf,o;p;e;n;a;l;e;x;_;p;d;f;;;o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g;;;f;u;l;l;t;e;x;t;_;s;i;g;n;a;l;;;n;c;b;i;_;d;o;i
doi__10.1038_ja.2014.58,weak_source,recover_or_stage_primary_xml_then_build_material_packet,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1038_ja.2014.58,Anticancer activity of new depsipeptide compound isolated from an endophytic fungus.,2014,J Antibiot (Tokyo),10.1038/ja.2014.58,24824817,,0,1,0,1,0,10,direct_pdf,o;p;e;n;a;l;e;x;_;p;d;f;;;o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g
doi__10.1038_ja.2016.101,weak_source,recover_or_stage_primary_xml_then_build_material_packet,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1038_ja.2016.101,Activity of tick antimicrobial peptide from Ixodes persulcatus (persulcatusin) against cell membranes of drug-resistant Staphylococcus aureus.,2016,J Antibiot (Tokyo),10.1038/ja.2016.101,27531221,,0,2,0,2,0,10,direct_pdf,o;p;e;n;a;l;e;x;_;p;d;f;;;o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g
doi__10.1038_ja.2017.146,weak_source,recover_or_stage_primary_xml_then_build_material_packet,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1038_ja.2017.146,Isolation and structure elucidation of lipopeptide antibiotic taromycin B from the activated taromycin biosynthetic gene cluster.,2017,J Antibiot (Tokyo),10.1038/ja.2017.146,29184121,PMC5960985,0,1,0,1,0,10,direct_pdf,o;p;e;n;a;l;e;x;_;p;d;f;;;o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g;;;f;u;l;l;t;e;x;t;_;s;i;g;n;a;l
doi__10.1038_ja.2017.23,weak_source,recover_or_stage_primary_xml_then_build_material_packet,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1038_ja.2017.23,Anti-Mycobacterium activity of microbial peptides in a silkworm infection model with Mycobacterium smegmatis.,2017,J Antibiot (Tokyo),10.1038/ja.2017.23,28446822,,0,2,0,2,0,10,direct_pdf,o;p;e;n;a;l;e;x;_;p;d;f;;;o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g
doi__10.1038_ja.2017.34,weak_source,recover_or_stage_primary_xml_then_build_material_packet,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1038_ja.2017.34,"Structure and antibacterial activities of new cyclic peptide antibiotics, pargamicins B, C and D, from Amycolatopsis sp. ML1-hF4.",2017,J Antibiot (Tokyo),10.1038/ja.2017.34,28293037,,0,2,0,2,0,10,direct_pdf,o;p;e;n;a;l;e;x;_;p;d;f;;;o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g
doi__10.1038_jid.2012.254,weak_source,recover_or_stage_primary_pdf_then_build_material_packet,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1038_jid.2012.254,A Peptide Derived from the Highly Conserved Protein GAPDH Is Involved in Tissue Protection by Different Antifungal Strategies and Epithelial Immunomodulation,2012,J Invest Dermatol.,10.1038/jid.2012.254,22832495,PMC3488162,1,0,2,0,1,0,direct_pdf,l;o;c;a;l;_;x;m;l;;;l;o;c;a;l;_;p;a;c;k;a;g;e;;;l;o;c;a;l;_;s;u;p;p;l;e;m;e;n;t;a;r;y;;;o;p;e;n;a;l;e;x;_;p;d;f;;;o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g;;;f;u;l;l;t;e;x;t;_;s;i;g;n;a;l
doi__10.1038_ki.2014.268,weak_source,recover_or_stage_primary_pdf_then_build_material_packet,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1038_ki.2014.268,Ribonucleases 6 and 7 have antimicrobial function in the human and murine urinary tract.,2014,Kidney Int.,10.1038/ki.2014.268,25075772,PMC4281292,1,0,2,0,1,6,fulltext_or_xml,l;o;c;a;l;_;x;m;l;;;l;o;c;a;l;_;p;a;c;k;a;g;e;;;l;o;c;a;l;_;s;u;p;p;l;e;m;e;n;t;a;r;y;;;o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g;;;f;u;l;l;t;e;x;t;_;s;i;g;n;a;l
doi__10.1038_mi.2014.41,weak_source,recover_or_stage_primary_xml_then_build_material_packet,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1038_mi.2014.41,The short form of TSLP is constitutively translated in human keratinocytes and has characteristics of an antimicrobial peptide,2014,Mucosal Immunol.,10.1038/mi.2014.41,24850429,,0,1,0,1,0,0,direct_pdf,o;p;e;n;a;l;e;x;_;p;d;f;;;o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g
doi__10.1038_nature01597,weak_source,recover_or_stage_primary_xml_then_build_material_packet,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1038_nature01597,Unique physiological and pathogenic features of Leptospira interrogans revealed by whole-genome sequencing.,2003,Nature,10.1038/nature01597,12712204,,0,2,0,2,0,10,direct_pdf,o;p;e;n;a;l;e;x;_;p;d;f;;;o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g
doi__10.1038_nature02426,weak_source,recover_or_stage_primary_xml_then_build_material_packet,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1038_nature02426,Genome sequence of the Brown Norway rat yields insights into mammalian evolution.,2004,,10.1038/nature02426,15057822,,0,2,0,2,0,9,direct_pdf,o;p;e;n;a;l;e;x;_;p;d;f;;;o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g
doi__10.1038_nature03466,weak_source,recover_or_stage_primary_xml_then_build_material_packet,/mnt/d/work/抗菌肽/数据库/merged_amp_corpus/landed_assets/papers/doi__10.1038_nature03466,Generation and annotation of the DNA sequences of human chromosomes 2 and 4.,2005,Nature,10.1038/nature03466,15815621,,0,2,0,2,0,10,direct_pdf,o;p;e;n;a;l;e;x;_;p;d;f;;;o;p;e;n;a;l;e;x;_;l;a;n;d;i;n;g
